bom_name,item_code,item_name,quantity,company,creation,total_items,total_operations,bom_items_json,operations_json
BOM-Internal Fin For CAC 0.2*200*90-001,Internal Fin For CAC 0.2*200*90,Internal Fin For CAC 0.2*200*90,1.0,Teksons Pvt Ltd,2026-07-10 18:12:02.242679,1,1,"[{""item_code"": ""Aluminium Coil 0.2\u00d7200MM"", ""item_name"": ""Aluminium Coil 0.2\u00d7200MM"", ""qty"": 0.033, ""uom"": ""Kg"", ""source_warehouse"": """", ""allow_alternative_item"": 0}]","[{""sequence_id"": 1, ""operation"": ""Fin Forming"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}]"
BOM-Internal Fin For CAC 0.2*140*90-001,Internal Fin For CAC 0.2*140*90,Internal Fin For CAC 0.2*140*90,1.0,Teksons Pvt Ltd,2026-07-10 18:12:02.212514,1,1,"[{""item_code"": ""Aluminium Coil 0.2\u00d7140"", ""item_name"": ""Aluminium Coil 0.2\u00d7140"", ""qty"": 0.023, ""uom"": ""Kg"", ""source_warehouse"": """", ""allow_alternative_item"": 0}]","[{""sequence_id"": 1, ""operation"": ""Fin Forming"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}]"
BOM-R215 Fin For RAD 0.2*110*991-001,R215 Fin For RAD 0.2*110*991,R215 Fin For RAD 0.2*110*991,1.0,Teksons Pvt Ltd,2026-07-10 18:12:02.182662,1,1,"[{""item_code"": ""Aluminium Coil 0.2*110"", ""item_name"": ""Aluminium Coil 0.2*110"", ""qty"": 0.231, ""uom"": ""Kg"", ""source_warehouse"": """", ""allow_alternative_item"": 0}]","[{""sequence_id"": 1, ""operation"": ""Fin Forming"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}]"
BOM-R215 Fin For OC 0.3*110*991-001,R215 Fin For OC 0.3*110*991,R215 Fin For OC 0.3*110*991,1.0,Teksons Pvt Ltd,2026-07-10 18:12:02.153441,1,1,"[{""item_code"": ""Aluminium Coil 0.3*110MM"", ""item_name"": ""Aluminium Coil 0.3*110MM"", ""qty"": 0.35, ""uom"": ""Kg"", ""source_warehouse"": """", ""allow_alternative_item"": 0}]","[{""sequence_id"": 1, ""operation"": ""Fin Forming"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}]"
BOM-Fan Cowl-001,R215 Fan Cowl,Fan Cowl,1.0,Teksons Pvt Ltd,2026-07-10 18:12:02.123483,1,1,"[{""item_code"": ""R215 Fan Cowl"", ""item_name"": ""Fan Cowl"", ""qty"": 1.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}]","[{""sequence_id"": 1, ""operation"": ""Painting"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}]"
BOM-Extruded Bar for OC and RAD 3*7*1021-001,Extruded Bar for OC and RAD 3*7*1021,Extruded Bar for OC and RAD 3*7*1021,1.0,Teksons Pvt Ltd,2026-07-10 18:12:02.094223,1,1,"[{""item_code"": ""Aluminium Extruded Bar (ALU-STD-0043)(3*7)"", ""item_name"": ""Aluminium Extruded Bar (ALU-STD-0043)(3*7)"", ""qty"": 0.059, ""uom"": ""Kg"", ""source_warehouse"": """", ""allow_alternative_item"": 0}]","[{""sequence_id"": 1, ""operation"": ""Bar Cutting"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}]"
BOM-R215 External Fin For CAC 0.3*110*911-001,R215 External Fin For CAC 0.3*110*911,R215 External Fin For CAC 0.3*110*911,1.0,Teksons Pvt Ltd,2026-07-10 18:12:02.064496,1,1,"[{""item_code"": ""Aluminium Coil 0.3*110MM"", ""item_name"": ""Aluminium Coil 0.3*110MM"", ""qty"": 0.322, ""uom"": ""Kg"", ""source_warehouse"": """", ""allow_alternative_item"": 0}]","[{""sequence_id"": 1, ""operation"": ""Fin Forming"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}]"
BOM-R215 External Fin For CAC 0.2*110*911-001,R215 External Fin For CAC 0.2*110*911,R215 External Fin For CAC 0.2*110*911,1.0,Teksons Pvt Ltd,2026-07-10 18:12:02.034859,1,1,"[{""item_code"": ""Aluminium Coil 0.2*110"", ""item_name"": ""Aluminium Coil 0.2*110"", ""qty"": 0.215, ""uom"": ""Kg"", ""source_warehouse"": """", ""allow_alternative_item"": 0}]","[{""sequence_id"": 1, ""operation"": ""Fin Forming"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}]"
BOM-R215 RAD Core-001,R215 RAD Core,R215 RAD Core,1.0,Teksons Pvt Ltd,2026-07-10 18:12:01.931053,8,2,"[{""item_code"": ""R215 RAD Core End Plate2.5X110X1021"", ""item_name"": ""R215 RAD Core End Plate2.5X110X1021"", ""qty"": 2.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""Extruded Bar for OC and RAD 3*7*1021"", ""item_name"": ""Extruded Bar for OC and RAD 3*7*1021"", ""qty"": 48.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""R215 Fin For OC 0.3*110*991"", ""item_name"": ""R215 Fin For OC 0.3*110*991"", ""qty"": 6.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""R215 Fin For RAD 0.2*110*991"", ""item_name"": ""R215 Fin For RAD 0.2*110*991"", ""qty"": 19.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""Spacer Bar 9.5\u00d715\u00d7110"", ""item_name"": ""Spacer Bar 9.5\u00d715\u00d7110"", ""qty"": 50.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""R215 RAD Tube Sheet 0.6*110*1021"", ""item_name"": ""Tube sheet for RAD 0.6*110*1021"", ""qty"": 50.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""Turbulator 0.2*250*96.0"", ""item_name"": ""Turbulator 0.2*250*96.0"", ""qty"": 12.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""Turbulator 0.2*300*96.0"", ""item_name"": ""Turbulator 0.2*300*96.0"", ""qty"": 72.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}]","[{""sequence_id"": 1, ""operation"": ""Core Assembly"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}, {""sequence_id"": 2, ""operation"": ""Core Brazing"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}]"
BOM-R215 OC Core-001,R215 OC Core,R215 OC Core,1.0,Teksons Pvt Ltd,2026-07-10 18:12:01.820054,8,2,"[{""item_code"": ""R215 OC and RAD Core End Plate2.5X110X1021"", ""item_name"": ""R215 OC and RAD Core End Plate2.5X110X1021"", ""qty"": 1.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""Extruded Bar for OC and RAD 3*7*1021"", ""item_name"": ""Extruded Bar for OC and RAD 3*7*1021"", ""qty"": 78.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""R215 Fin For OC 0.3*110*991"", ""item_name"": ""R215 Fin For OC 0.3*110*991"", ""qty"": 27.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""R215 OC Core End Plate 5X140X1021"", ""item_name"": ""R215 OC Core End Plate 5X140X1021"", ""qty"": 1.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""Spacer Bar 9.5\u00d715\u00d7110"", ""item_name"": ""Spacer Bar 9.5\u00d715\u00d7110"", ""qty"": 54.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""R215 OC Tube Sheet 0.7*110*1021"", ""item_name"": ""Tube Sheet for OC 0.7*110*1021"", ""qty"": 54.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""Turbulator 0.3*250*44.5"", ""item_name"": ""Turbulator 0.3*250*44.5"", ""qty"": 26.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""Turbulator 0.3*300*44.5"", ""item_name"": ""Turbulator 0.3*300*44.5"", ""qty"": 156.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}]","[{""sequence_id"": 1, ""operation"": ""Core Assembly"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}, {""sequence_id"": 2, ""operation"": ""Core Brazing"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}]"
BOM-R215 CAC Core-001,R215 CAC Core,R215 CAC Core,1.0,Teksons Pvt Ltd,2026-07-10 18:12:01.704637,9,2,"[{""item_code"": ""R215 CAC Core End Plate 2.5X110X941"", ""item_name"": ""R215 CAC Core End Plate 2.5X110X941"", ""qty"": 1.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""R215 CAC Core End Plate 5X140X941"", ""item_name"": ""R215 CAC Core End Plate 5X140X941"", ""qty"": 1.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""R215 External Fin For CAC 0.2*110*911"", ""item_name"": ""R215 External Fin For CAC 0.2*110*911"", ""qty"": 6.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""R215 External Fin For CAC 0.3*110*911"", ""item_name"": ""R215 External Fin For CAC 0.3*110*911"", ""qty"": 4.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""Internal Fin For CAC 0.2*140*90"", ""item_name"": ""Internal Fin For CAC 0.2*140*90"", ""qty"": 9.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""Internal Fin For CAC 0.2*200*90"", ""item_name"": ""Internal Fin For CAC 0.2*200*90"", ""qty"": 36.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""Spacer Bar 9.5\u00d715\u00d7110"", ""item_name"": ""Spacer Bar 9.5\u00d715\u00d7110"", ""qty"": 20.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""R215 Spacer Bar for CAC 8*10*941"", ""item_name"": ""R215 Spacer Bar for CAC 8*10*941"", ""qty"": 18.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""R215 Tube Sheet For CAC 0.6*110*941"", ""item_name"": ""R215 Tube Sheet For CAC 0.6*110*941"", ""qty"": 20.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}]","[{""sequence_id"": 1, ""operation"": ""Core Assembly"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}, {""sequence_id"": 2, ""operation"": ""Core Brazing"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}]"
BOM-Condenser Mounting Block-001,Condenser Mounting Block 31X19X25,Condenser Mtg. Block 31X19X25,1.0,Teksons Pvt Ltd,2026-07-10 18:12:01.664004,2,3,"[{""item_code"": ""Aluminium Extrusion No 0.0318C-ALU-2-0033 (31*19*25)"", ""item_name"": ""Aluminium Extrusion No 0.0318C-ALU-2-0033 (31*19*25)"", ""qty"": 0.393, ""uom"": ""Kg"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""Helicoil Insert M8 X 1.25 X 16Mm (2 D)"", ""item_name"": ""Helicoil Insert M8 X 1.25 X 16Mm (2 D)"", ""qty"": 1.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 1}]","[{""sequence_id"": 1, ""operation"": ""Size Cutting"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}, {""sequence_id"": 2, ""operation"": ""Drilling & Boring"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}, {""sequence_id"": 3, ""operation"": ""Helicoil Insert"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}]"
BOM-CAC Top Tank Sub Assy-001,R215 CAC Top Tank Sub Assy,CAC Top Tank Sub Assy,1.0,Teksons Pvt Ltd,2026-07-10 18:12:01.596167,3,1,"[{""item_code"": ""Tank End Plate 101.5*96*5 for Extrusion No 0239C-ALU-2-0001"", ""item_name"": ""Tank End Plate for Extrusion No 0239C-ALU-2-0001"", ""qty"": 2.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""R215 CAC Inlet and Outlet Pipe"", ""item_name"": ""CAC Inlet and Outlet Pipe"", ""qty"": 1.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""R215 CAC Top Tank"", ""item_name"": ""R215 CAC Top Tank"", ""qty"": 1.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}]","[{""sequence_id"": 1, ""operation"": ""Tank Assembly"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}]"
BOM-R215 CAC Top Tank-001,R215 CAC Top Tank,R215 CAC Top Tank,1.0,Teksons Pvt Ltd,2026-07-10 18:12:01.553508,2,2,"[{""item_code"": ""R215 CAC Top and Bottom Tank 110x113x7.5x186LG"", ""item_name"": ""R215 CAC Top and Bottom Tank 110x113x7.5x186LG"", ""qty"": 1.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""Helicoil Insert M10 X 1.5 X 15 Mm"", ""item_name"": ""Helicoil Insert"", ""qty"": 4.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}]","[{""sequence_id"": 1, ""operation"": ""Drilling & Boring"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}, {""sequence_id"": 2, ""operation"": ""Helicoil Insert"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}]"
BOM-R215 CAC Top and Bottom Tank 110x113x7.5x186LG-001,R215 CAC Top and Bottom Tank 110x113x7.5x186LG,R215 CAC Top and Bottom Tank 110x113x7.5x186LG,1.0,Teksons Pvt Ltd,2026-07-10 18:12:01.523920,1,1,"[{""item_code"": ""Aluminium Extrusion No 0239C-ALU-2-0001 110(H)*113(W)*7.5(T)*186Kg"", ""item_name"": ""Aluminium Extrusion No 0239C-ALU-2-0001 110(H)*113(W)*7.5(T)*186Kg"", ""qty"": 1.81, ""uom"": ""Kg"", ""source_warehouse"": """", ""allow_alternative_item"": 0}]","[{""sequence_id"": 1, ""operation"": ""Size Cutting"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}]"
BOM-CAC Inlet and Outlet Pipe-001,R215 CAC Inlet and Outlet Pipe,CAC Inlet and Outlet Pipe,1.0,Teksons Pvt Ltd,2026-07-10 18:12:01.422700,1,1,"[{""item_code"": ""Aluminium Pipe \u2300 76.0*3MM Thk"", ""item_name"": ""Aluminium Pipe \u2300 76.0*3MM Thk"", ""qty"": 0.253, ""uom"": ""Kg"", ""source_warehouse"": """", ""allow_alternative_item"": 0}]","[{""sequence_id"": 1, ""operation"": ""Pipe Cutting"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}]"
BOM-R215 CAC Core End Plate 5X165X941-001,R215 CAC Core End Plate 5X165X941,R215 CAC Core End Plate 5X165X941,1.0,Teksons Pvt Ltd,2026-07-10 18:12:01.392769,1,1,"[{""item_code"": ""Aluminium Sheet 5MM Thk"", ""item_name"": ""Aluminium Sheet 5MM Thk"", ""qty"": 2.12, ""uom"": ""Kg"", ""source_warehouse"": """", ""allow_alternative_item"": 0}]","[{""sequence_id"": 1, ""operation"": ""Shearing"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}]"
BOM-R215 CAC Core End Plate 5X140X941-001,R215 CAC Core End Plate 5X140X941,R215 CAC Core End Plate 5X140X941,1.0,Teksons Pvt Ltd,2026-07-10 18:12:01.359501,1,2,"[{""item_code"": ""R215 CAC Core End Plate 5X165X941"", ""item_name"": ""R215 CAC Core End Plate 5X165X941"", ""qty"": 1.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}]","[{""sequence_id"": 1, ""operation"": ""Folding"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}, {""sequence_id"": 2, ""operation"": ""Sr. No. Punching"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}]"
BOM-R215 CAC Core End Plate 2.5X110X941-001,R215 CAC Core End Plate 2.5X110X941,R215 CAC Core End Plate 2.5X110X941,1.0,Teksons Pvt Ltd,2026-07-10 18:12:01.329224,1,1,"[{""item_code"": ""Aluminium Sheet 2.5MM Thk Without Cladded"", ""item_name"": ""Aluminium Sheet 2.5MM Thk Without Cladded"", ""qty"": 0.706, ""uom"": ""Kg"", ""source_warehouse"": """", ""allow_alternative_item"": 0}]","[{""sequence_id"": 1, ""operation"": ""Shearing"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}]"
BOM-R215 Bottom Flyscreen Wire Mash 903X475-001,R215 Bottom Flyscreen Wire Mash 903X475,R215 Bottom Flyscreen Wire Mesh 903X475,1.0,Teksons Pvt Ltd,2026-07-10 18:12:01.272872,1,1,"[{""item_code"": ""MS"", ""item_name"": ""MS"", ""qty"": 0.282, ""uom"": ""Kg"", ""source_warehouse"": """", ""allow_alternative_item"": 0}]","[{""sequence_id"": 1, ""operation"": ""Rolling & Cutting"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}]"
BOM-R215 Bottom Flyscreen Center Plate 453X10X2-001,R215 Bottom Flyscreen Center Plate 453X10X2,R215 Bottom Flyscreen Center Plate 453X10X2,1.0,Teksons Pvt Ltd,2026-07-10 18:12:01.241365,1,1,"[{""item_code"": ""MS \u2013 2MM Thk"", ""item_name"": ""MS \u2013 2MM Thk"", ""qty"": 0.071, ""uom"": ""Kg"", ""source_warehouse"": """", ""allow_alternative_item"": 0}]","[{""sequence_id"": 1, ""operation"": ""Shearing"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}]"
BOM-R215 Bottom Flyscreen Assembly-001,R215 Bottom Flyscreen Assembly,R215 Bottom Flyscreen Assembly,1.0,Teksons Pvt Ltd,2026-07-10 18:12:01.170551,5,2,"[{""item_code"": ""R215 Bottom Flyscreen Wire Mash 903X475"", ""item_name"": ""R215 Bottom Flyscreen Wire Mesh 903X475"", ""qty"": 1.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""U Piece Angle-1 for Flyscreen - 910(L)*15(W)*7(T)"", ""item_name"": ""U Piece Angle-1 for Flyscreen - 910(L)*15(W)*7(T)"", ""qty"": 2.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""U Piece Angle-2 for Flyscreen - 529(W)*15(H)*7(T)"", ""item_name"": ""U Piece Angle-2 for Flyscreen - 529(W)*15(H)*7(T)"", ""qty"": 2.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""R215 Bottom Flyscreen Center Plate 453X10X2"", ""item_name"": ""R215 Bottom Flyscreen Center Plate 453X10X2"", ""qty"": 2.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}, {""item_code"": ""R215 Top and Bottom Flyscreen Mounting Plate 35X30X2"", ""item_name"": ""R215 Top and Bottom Flyscreen Mounting Plate 35X30X2"", ""qty"": 4.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}]","[{""sequence_id"": 1, ""operation"": ""Assembly"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}, {""sequence_id"": 1, ""operation"": ""Painting"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}]"
BOM-R215 Bottom Cover Assembly-001,R215 Bottom Cover Assembly,R215 Bottom Cover Assembly,1.0,Teksons Pvt Ltd,2026-07-10 18:12:01.092206,1,1,"[{""item_code"": ""R215 Bottom Cover Assembly"", ""item_name"": ""R215 Bottom Cover Assembly"", ""qty"": 1.0, ""uom"": ""Nos"", ""source_warehouse"": """", ""allow_alternative_item"": 0}]","[{""sequence_id"": 1, ""operation"": ""Painting"", ""workstation"": """", ""plant_floor"": """", ""wip_warehouse"": """", ""hour_rate"": 0, ""time_in_mins"": 1.0}]"
