"ID","Item","Company","Quantity","Target FG Warehouse","Currency","Conversion Rate","Process Plan No","Item UOM","Is Active","Is Default","Allow Alternative Item","Set rate of sub-assembly item based on BOM","Project","Image","Rate Of Materials Based On","Price List","Price List Currency","Price List Exchange Rate","With Operations","Transfer Material Against","Routing","Finished Goods based Operating Cost","Operating Cost Per BOM Quantity","% Process Loss","Process Loss Qty","Operating Cost","Raw Material Cost","Scrap Material Cost","Operating Cost (Company Currency)","Raw Material Cost (Company Currency)","Scrap Material Cost(Company Currency)","Total Cost","Total Cost (Company Currency)","Item Name","Item Description","Has Variants","Quality Inspection Required","Quality Inspection Template","Show in Website","Route","Website Image","Thumbnail","Show Items","Show Operations","Website Description","BOM Creator","BOM Creator Item","Amended From","ID (Items)","Item Code (Items)","Qty (Items)","Rate (Items)","UOM (Items)","Allow Alternative Item (Items)","Amount (Items)","Amount (Company Currency) (Items)","Basic Rate (Company Currency) (Items)","BOM No (Items)","Conversion Factor (Items)","Do Not Explode (Items)","Has Variants (Items)","Image (Items)","Include Item In Manufacturing (Items)","Is Stock Item (Items)","Item Description (Items)","Item Name (Items)","Item operation (Items)","Original Item (Items)","Process Plan No (Items)","Qty Consumed Per Unit (Items)","Source Warehouse (Items)","Sourced by Supplier (Items)","Stock Qty (Items)","Stock UOM (Items)","ID (Operations)","Base Cost Per Unit (Operations)","Base Hour Rate(Company Currency) (Operations)","Batch Size (Operations)","Cost Per Unit (Operations)","Description (Operations)","Fixed Time (Operations)","Hour Rate (Operations)","Image (Operations)","Operating Cost (Operations)","Operating Cost(Company Currency) (Operations)","Operation (Operations)","Operation Time (Operations)","Process Plan No (Operations)","Quality Inspection Template (Operations)","Sequence ID (Operations)","Set Operating Cost Based On BOM Quantity (Operations)","Workstation (Operations)","Workstation Type (Operations)","ID (Scrap Items)","Amount (Scrap Items)","Basic Amount (Company Currency) (Scrap Items)","Basic Rate (Company Currency) (Scrap Items)","Item Code (Scrap Items)","Item Name (Scrap Items)","Qty (Scrap Items)","Rate (Scrap Items)","Stock UOM (Scrap Items)","ID (Exploded Items)","Amount (Exploded Items)","Description (Exploded Items)","Image (Exploded Items)","Include Item In Manufacturing (Exploded Items)","Item Code (Exploded Items)","Item Name (Exploded Items)","Operation (Exploded Items)","Qty Consumed Per Unit (Exploded Items)","Rate (Exploded Items)","Source Warehouse (Exploded Items)","Sourced by Supplier (Exploded Items)","Stock Qty (Exploded Items)","Stock UOM (Exploded Items)"
"BOM-R215 Fin For RAD 0.2*110*991-001","R215 Fin For RAD 0.2*110*991","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398R-B03","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.23,0.0,0.23,0.23,"R215 Fin For RAD 0.2*110*991","Fin For RAD 0.2*110*991",0,0,"",0,"bom-r215-fin-for-rad-0.2*110*991-001","","",0,1,"","","","","5g51vv8rhn","Aluminium Coil 0.2*110",0.231,1.0,"Kg",0,0.23,0.23,1.0,"",1.0,0,0,"",1,1,"Aluminium Coil 0.2*110","Aluminium Coil 0.2*110","","","",0.231,"",0,0.231,"Kg","5g5crrquuo",0.0,0.0,1.0,0.0,"Fin Forming",0,0.0,"",0.0,0.0,"Fin Forming",1.0,"","",1,0,"","Fin Forming and Cutting","","","","","","","","","","meaqd58ogv",0.231,"Aluminium Coil 0.2*110","",1,"Aluminium Coil 0.2*110","Aluminium Coil 0.2*110","",0.231,1.0,"",0,0.231,"Kg"
"BOM-R215 Fin For OC 0.3*110*991-001","R215 Fin For OC 0.3*110*991","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398C-B03","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.35,0.0,0.35,0.35,"R215 Fin For OC 0.3*110*991","Fin For OC 0.3*110*991",0,0,"",0,"bom-r215-fin-for-oc-0.3*110*991-001","","",0,1,"","","","","5g5urctr7g","Aluminium Coil 0.3*110MM",0.35,1.0,"Kg",0,0.35,0.35,1.0,"",1.0,0,0,"",1,1,"Aluminium Coil 0.3*110MM","Aluminium Coil 0.3*110MM","","","",0.35,"",0,0.35,"Kg","5g5fvu7r3h",0.0,0.0,1.0,0.0,"Fin Forming",0,0.0,"",0.0,0.0,"Fin Forming",1.0,"","",1,0,"","Fin Forming and Cutting","","","","","","","","","","mnas70c02l",0.35,"Aluminium Coil 0.3*110MM","",1,"Aluminium Coil 0.3*110MM","Aluminium Coil 0.3*110MM","",0.35,1.0,"",0,0.35,"Kg"
"BOM-Fan Cowl-001","R215 Fan Cowl","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398C-O03","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,"Fan Cowl","Fan Cowl",0,0,"",0,"bom-fan-cowl-001","","",0,1,"","","","","5g52damm30","R215 Fan Cowl",1.0,1.0,"Nos",0,1.0,1.0,1.0,"",1.0,0,0,"",1,1,"Fan Cowl","Fan Cowl","","","",1.0,"",0,1.0,"Nos","5g5fp56nno",0.0,0.0,1.0,0.0,"Painting",0,0.0,"",0.0,0.0,"Painting",1.0,"","",1,0,"","RA Painting","","","","","","","","","","kdjfefan5v",1.0,"Fan Cowl","",1,"R215 Fan Cowl","Fan Cowl","",1.0,1.0,"",0,1.0,"Nos"
"BOM-Extruded Bar for OC and RAD 3*7*1021-001","Extruded Bar for OC and RAD 3*7*1021","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398C-A03","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.0,0.06,0.06,"Extruded Bar for OC and RAD 3*7*1021","Extruded Bar for OC and RAD 3*7*1021",0,0,"",0,"bom-extruded-bar-for-oc-and-rad-3*7*1021-001","","",0,1,"","","","","5g5rohcqut","Aluminium Extruded Bar (ALU-STD-0043)(3*7)",0.059,1.0,"Kg",0,0.06,0.06,1.0,"",1.0,0,0,"",1,1,"Aluminium Extruded Bar (ALU-STD-0043)(3*7)","Aluminium Extruded Bar (ALU-STD-0043)(3*7)","","","",0.059,"",0,0.059,"Kg","5g5cs1kcv1",0.0,0.0,1.0,0.0,"Bar Cutting",0,0.0,"",0.0,0.0,"Bar Cutting",1.0,"","",1,0,"","Aluminium Bar Cutting","","","","","","","","","","3fdmp3aicb",0.059,"Aluminium Extruded Bar (ALU-STD-0043)(3*7)","",1,"Aluminium Extruded Bar (ALU-STD-0043)(3*7)","Aluminium Extruded Bar (ALU-STD-0043)(3*7)","",0.059,1.0,"",0,0.059,"Kg"
"BOM-R215 External Fin For CAC 0.3*110*911-001","R215 External Fin For CAC 0.3*110*911","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398CAC-B06","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.32,0.0,0.32,0.32,"R215 External Fin For CAC 0.3*110*911","External Fin For CAC 0.3*110*911",0,0,"",0,"bom-r215-external-fin-for-cac-0.3*110*911-001","","",0,1,"","","","","5g4g4mg56v","Aluminium Coil 0.3*110MM",0.322,1.0,"Kg",0,0.32,0.32,1.0,"",1.0,0,0,"",1,1,"Aluminium Coil 0.3*110MM","Aluminium Coil 0.3*110MM","","","",0.322,"",0,0.322,"Kg","5g4stn4i7r",0.0,0.0,1.0,0.0,"Fin Forming",0,0.0,"",0.0,0.0,"Fin Forming",1.0,"","",1,0,"","Fin Forming and Cutting","","","","","","","","","","mvuuck7hu0",0.322,"Aluminium Coil 0.3*110MM","",1,"Aluminium Coil 0.3*110MM","Aluminium Coil 0.3*110MM","",0.322,1.0,"",0,0.322,"Kg"
"BOM-R215 External Fin For CAC 0.2*110*911-001","R215 External Fin For CAC 0.2*110*911","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398CAC-B03","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.22,0.0,0.22,0.22,"R215 External Fin For CAC 0.2*110*911","External Fin For CAC 0.2*110*911",0,0,"",0,"bom-r215-external-fin-for-cac-0.2*110*911-001","","",0,1,"","","","","5g4727ko8r","Aluminium Coil 0.2*110",0.215,1.0,"Kg",0,0.22,0.22,1.0,"",1.0,0,0,"",1,1,"Aluminium Coil 0.2*110","Aluminium Coil 0.2*110","","","",0.215,"",0,0.215,"Kg","5g4i6safkl",0.0,0.0,1.0,0.0,"Fin Forming",0,0.0,"",0.0,0.0,"Fin Forming",1.0,"","",1,0,"","Fin Forming and Cutting","","","","","","","","","","n7u8ufturo",0.215,"Aluminium Coil 0.2*110","",1,"Aluminium Coil 0.2*110","Aluminium Coil 0.2*110","",0.215,1.0,"",0,0.215,"Kg"
"BOM-R215 RAD Core-001","R215 RAD Core","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398R-H07","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,24.29,0.0,0.0,24.29,0.0,24.29,24.29,"R215 RAD Core","Core Assembly for RAD",0,0,"",0,"bom-r215-rad-core-001","","",0,1,"","","","","5g3nr05c17","R215 RAD Core End Plate2.5X110X1021",2.0,0.77,"Nos",0,1.54,1.54,0.77,"BOM-R215 RAD Core End Plate2.5X110X1021-001",1.0,0,0,"",1,1,"R215 RAD Core End Plate2.5X110X1021","R215 RAD Core End Plate2.5X110X1021","","","",2.0,"",0,2.0,"Nos","5g3oppor7r",0.0,0.0,1.0,0.0,"Core Assembly",0,0.0,"",0.0,0.0,"Core Assembly",1.0,"","",1,0,"","Core Fixing","","","","","","","","","","uo5kab81fh",1.534,"Aluminium Sheet 2.5MM Thk Without Cladded","",1,"Aluminium Sheet 2.5MM Thk Without Cladded","Aluminium Sheet 2.5MM Thk Without Cladded","",1.534,1.0,"",0,1.534,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g35b3ri83","Extruded Bar for OC and RAD 3*7*1021",48.0,0.06,"Nos",0,2.88,2.88,0.06,"BOM-Extruded Bar for OC and RAD 3*7*1021-001",1.0,0,0,"",1,1,"Extruded Bar for OC and RAD 3*7*1021","Extruded Bar for OC and RAD 3*7*1021","","","",48.0,"",0,48.0,"Nos","5g3bnkh7fb",0.0,0.0,1.0,0.0,"Core Brazing",0,0.0,"",0.0,0.0,"Core Brazing",1.0,"","",2,0,"","Brazing Furnace","","","","","","","","","","uo583739me",2.832,"Aluminium Extruded Bar (ALU-STD-0043)(3*7)","",1,"Aluminium Extruded Bar (ALU-STD-0043)(3*7)","Aluminium Extruded Bar (ALU-STD-0043)(3*7)","",2.832,1.0,"",0,2.832,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g3gbf2k56","R215 Fin For OC 0.3*110*991",6.0,0.35,"Nos",0,2.1,2.1,0.35,"BOM-R215 Fin For OC 0.3*110*991-001",1.0,0,0,"",1,1,"Fin For OC 0.3*110*991","R215 Fin For OC 0.3*110*991","","","",6.0,"",0,6.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","uo51va7tn3",2.1,"Aluminium Coil 0.3*110MM","",1,"Aluminium Coil 0.3*110MM","Aluminium Coil 0.3*110MM","",2.1,1.0,"",0,2.1,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g32dh74nd","R215 Fin For RAD 0.2*110*991",19.0,0.23,"Nos",0,4.37,4.37,0.23,"BOM-R215 Fin For RAD 0.2*110*991-001",1.0,0,0,"",1,1,"Fin For RAD 0.2*110*991","R215 Fin For RAD 0.2*110*991","","","",19.0,"",0,19.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","uo55u4cnt5",4.389,"Aluminium Coil 0.2*110","",1,"Aluminium Coil 0.2*110","Aluminium Coil 0.2*110","",4.389,1.0,"",0,4.389,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g3k14iufd","Spacer Bar 9.5×15×110",50.0,0.04,"Nos",0,2.0,2.0,0.04,"BOM-Spacer Bar 9.5×15×110-001",1.0,0,0,"",1,1,"Spacer Bar 9.5×15×110","Spacer Bar 9.5×15×110","","","",50.0,"",0,50.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","uo5uajla59",2.15,"Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","",1,"Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","",2.15,1.0,"",0,2.15,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g3vq5v1i3","R215 RAD Tube Sheet 0.6*110*1021",50.0,0.18,"Nos",0,9.0,9.0,0.18,"BOM-Tube sheet for RAD 0.6*110*1021-001",1.0,0,0,"",1,1,"Tube sheet for RAD 0.6*110*1021","Tube sheet for RAD 0.6*110*1021","","","",50.0,"",0,50.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","uo500sa9jt",9.2,"Aluminium Coil 0.6*110MM Thk","",1,"Aluminium Coil 0.6*110MM","Aluminium Coil 0.6*110MM","",9.2,1.0,"",0,9.2,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g3n51u3mp","Turbulator 0.2*250*96.0",12.0,0.02,"Nos",0,0.24,0.24,0.02,"BOM-Turbulator 0.2*250*96.0-001",1.0,0,0,"",1,1,"Turbulator 0.2*250*96.0","Turbulator 0.2*250*96.0","","","",12.0,"",0,12.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","uo5jgjr04n",0.288,"Aluminium Coil 0.2×250 Thk","",1,"Aluminium Coil 0.2×250 Thk","Aluminium Coil 0.2×250 Thk","",0.288,1.0,"",0,0.288,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g30pb3jc7","Turbulator 0.2*300*96.0",72.0,0.03,"Nos",0,2.16,2.16,0.03,"BOM-Turbulator 0.2*300*96.0-001",1.0,0,0,"",1,1,"Turbulator for RAD 0.2*300*96.0","Turbulator 0.2*300*96.0","","","",72.0,"",0,72.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","uo5f3scle7",2.088,"Aluminium Coil 0.2×300","",1,"Aluminium Coil 0.2×300","Aluminium Coil 0.2×300","",2.088,1.0,"",0,2.088,"Kg"
"BOM-R215 OC Core-001","R215 OC Core","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398OC-H07","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,34.88,0.0,0.0,34.88,0.0,34.88,34.88,"R215 OC Core","Core Assembly for OC",0,0,"",0,"bom-r215-oc-core-001","","",0,1,"","","","","5g2jopsmql","R215 OC and RAD Core End Plate2.5X110X1021",1.0,0.77,"Nos",0,0.77,0.77,0.77,"BOM-R215 OC and RAD Core End Plate2.5X110X1021-001",1.0,0,0,"",1,1,"R215 Core End Plate For OC &amp; RAD 2.5X110X1021","R215 OC and RAD Core End Plate2.5X110X1021","","","",1.0,"",0,1.0,"Nos","5g2cpgknde",0.0,0.0,1.0,0.0,"Core Assembly",0,0.0,"",0.0,0.0,"Core Assembly",1.0,"","",1,0,"","Core Fixing","","","","","","","","","","q2bh0ld9gc",0.767,"Aluminium Sheet 2.5MM Thk Without Cladded","",1,"Aluminium Sheet 2.5MM Thk Without Cladded","Aluminium Sheet 2.5MM Thk Without Cladded","",0.767,1.0,"",0,0.767,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g28m1r4d5","Extruded Bar for OC and RAD 3*7*1021",78.0,0.06,"Nos",0,4.68,4.68,0.06,"BOM-Extruded Bar for OC and RAD 3*7*1021-001",1.0,0,0,"",1,1,"Extruded Bar for OC and RAD 3*7*1021","Extruded Bar for OC and RAD 3*7*1021","","","",78.0,"",0,78.0,"Nos","5g2ucgpv54",0.0,0.0,1.0,0.0,"Core Brazing",0,0.0,"",0.0,0.0,"Core Brazing",1.0,"","",2,0,"","Brazing Furnace","","","","","","","","","","q2b0pmt2pc",4.602,"Aluminium Extruded Bar (ALU-STD-0043)(3*7)","",1,"Aluminium Extruded Bar (ALU-STD-0043)(3*7)","Aluminium Extruded Bar (ALU-STD-0043)(3*7)","",4.602,1.0,"",0,4.602,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g2qjcra02","R215 Fin For OC 0.3*110*991",27.0,0.35,"Nos",0,9.45,9.45,0.35,"BOM-R215 Fin For OC 0.3*110*991-001",1.0,0,0,"",1,1,"Fin For OC 0.3*110*991","R215 Fin For OC 0.3*110*991","","","",27.0,"",0,27.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","q2b7gml39a",9.45,"Aluminium Coil 0.3*110MM","",1,"Aluminium Coil 0.3*110MM","Aluminium Coil 0.3*110MM","",9.45,1.0,"",0,9.45,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g2622qml8","R215 OC Core End Plate 5X140X1021",1.0,2.3,"Nos",0,2.3,2.3,2.3,"BOM-R215 OC Core End Plate 5X140X1021-002",1.0,0,0,"",1,1,"OC Core End Plate 5*140*1021","R215 OC Core End Plate 5X140X1021","","","",1.0,"",0,1.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","q2bcu9k81t",2.3,"Aluminium Sheet 5MM Thk","",1,"Aluminium Sheet 5MM Thk","Aluminium Sheet 5MM Thk","",2.3,1.0,"",0,2.3,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g28fh384n","Spacer Bar 9.5×15×110",54.0,0.04,"Nos",0,2.16,2.16,0.04,"BOM-Spacer Bar 9.5×15×110-001",1.0,0,0,"",1,1,"Spacer Bar 9.5×15×110","Spacer Bar 9.5×15×110","","","",54.0,"",0,54.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","q2bii6ocjc",2.322,"Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","",1,"Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","",2.322,1.0,"",0,2.322,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g2qatlbp9","R215 OC Tube Sheet 0.7*110*1021",54.0,0.22,"Nos",0,11.88,11.88,0.22,"BOM-Tube Sheet for OC 0.7*110*1021-001",1.0,0,0,"",1,1,"Tube Sheet for OC 0.7*110*1021","Tube Sheet for OC 0.7*110*1021","","","",54.0,"",0,54.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","q2bpkm90i5",11.61,"Aluminium Coil 0.7*110","",1,"Aluminium Coil 0.7*110","Aluminium Coil 0.7*110","",11.61,1.0,"",0,11.61,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g2bt08618","Turbulator 0.3*250*44.5",26.0,0.02,"Nos",0,0.52,0.52,0.02,"BOM-Turbulator 0.3*250*44.5-002",1.0,0,0,"",1,1,"Turbulator 0.3*250*44.5","Turbulator 0.3*250*44.5","","","",26.0,"",0,26.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","q2bkq7a1d7",0.39,"Aluminium Coil 0.3×250MM","",1,"Aluminium Coil 0.3×250MM","Aluminium Coil 0.3×250MM","",0.39,1.0,"",0,0.39,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g2ms5ed54","Turbulator 0.3*300*44.5",156.0,0.02,"Nos",0,3.12,3.12,0.02,"BOM-Turbulator 0.3*300*44.5-001",1.0,0,0,"",1,1,"Turbulator for OC 0.3*300*44.5","Turbulator 0.3*300*44.5","","","",156.0,"",0,156.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","q2b3dbgnsa",2.808,"Aluminium Coil 0.3×300MM","",1,"Aluminium Coil 0.3×300MM","Aluminium Coil 0.3×300MM","",2.808,1.0,"",0,2.808,"Kg"
"BOM-R215 CAC Core-001","R215 CAC Core","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398CAC-H07","Nos",1,0,0,1,"","","Valuation Rate","Standard Buying","",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,14.67,0.0,0.0,14.67,0.0,14.67,14.67,"R215 CAC Core","Core Assembly for CAC",0,0,"",0,"bom-r215-cac-core-001","","",0,1,"","","","","5g10q3pr5i","R215 CAC Core End Plate 2.5X110X941",1.0,0.71,"Nos",0,0.71,0.71,0.71,"BOM-R215 CAC Core End Plate 2.5X110X941-001",1.0,0,0,"",1,1,"R215 CAC Core End Plate 2.5X110X941","R215 CAC Core End Plate 2.5X110X941","","","",1.0,"",0,1.0,"Nos","5g1498gpem",0.0,0.0,1.0,0.0,"Core Assembly",0,0.0,"",0.0,0.0,"Core Assembly",1.0,"","",1,0,"","Core Fixing","","","","","","","","","","f49ee326i1",0.706,"Aluminium Sheet 2.5MM Thk Without Cladded","",1,"Aluminium Sheet 2.5MM Thk Without Cladded","Aluminium Sheet 2.5MM Thk Without Cladded","",0.706,1.0,"",0,0.706,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g1mtju2ej","R215 CAC Core End Plate 5X140X941",1.0,2.12,"Nos",0,2.12,2.12,2.12,"BOM-R215 CAC Core End Plate 5X140X941-001",1.0,0,0,"",1,1,"CAC Core End Plate 5*140*941","R215 CAC Core End Plate 5X140X941","","","",1.0,"",0,1.0,"Nos","5g1223c2ii",0.0,0.0,1.0,0.0,"Core Brazing",0,0.0,"",0.0,0.0,"Core Brazing",1.0,"","",2,0,"","Brazing Furnace","","","","","","","","","","f491q2uqie",2.12,"Aluminium Sheet 5MM Thk","",1,"Aluminium Sheet 5MM Thk","Aluminium Sheet 5MM Thk","",2.12,1.0,"",0,2.12,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g1267d4po","R215 External Fin For CAC 0.2*110*911",6.0,0.22,"Nos",0,1.32,1.32,0.22,"BOM-R215 External Fin For CAC 0.2*110*911-001",1.0,0,0,"",1,1,"External Fin For CAC 0.2*110*911","R215 External Fin For CAC 0.2*110*911","","","",6.0,"",0,6.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","f499t7llf6",1.29,"Aluminium Coil 0.2*110","",1,"Aluminium Coil 0.2*110","Aluminium Coil 0.2*110","",1.29,1.0,"",0,1.29,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g19o2tjpp","R215 External Fin For CAC 0.3*110*911",4.0,0.32,"Nos",0,1.28,1.28,0.32,"BOM-R215 External Fin For CAC 0.3*110*911-001",1.0,0,0,"",1,1,"External Fin For CAC 0.3*110*911","R215 External Fin For CAC 0.3*110*911","","","",4.0,"",0,4.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","f4927e1g01",1.288,"Aluminium Coil 0.3*110MM","",1,"Aluminium Coil 0.3*110MM","Aluminium Coil 0.3*110MM","",1.288,1.0,"",0,1.288,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g1siadvf7","Internal Fin For CAC 0.2*140*90",9.0,0.02,"Nos",0,0.18,0.18,0.02,"BOM-Internal Fin For CAC 0.2*140*90-001",1.0,0,0,"",1,1,"Internal Fin For CAC 0.2*140*90","Internal Fin For CAC 0.2*140*90","","","",9.0,"",0,9.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","f49ofp3e97",0.207,"Aluminium Coil 0.2×140","",1,"Aluminium Coil 0.2×140","Aluminium Coil 0.2×140","",0.207,1.0,"",0,0.207,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g1irherdg","Internal Fin For CAC 0.2*200*90",36.0,0.03,"Nos",0,1.08,1.08,0.03,"BOM-Internal Fin For CAC 0.2*200*90-001",1.0,0,0,"",1,1,"Internal Fin For CAC 0.2*200*90","Internal Fin For CAC 0.2*200*90","","","",36.0,"",0,36.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","f49v7cemh0",1.188,"Aluminium Coil 0.2×200MM","",1,"Aluminium Coil 0.2×200MM","Aluminium Coil 0.2×200MM","",1.188,1.0,"",0,1.188,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g1qnh3vb6","Spacer Bar 9.5×15×110",20.0,0.04,"Nos",0,0.8,0.8,0.04,"BOM-Spacer Bar 9.5×15×110-001",1.0,0,0,"",1,1,"Spacer Bar 9.5×15×110","Spacer Bar 9.5×15×110","","","",20.0,"",0,20.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","f49ld75b4k",0.86,"Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","",1,"Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","",0.86,1.0,"",0,0.86,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g1ehlqpke","R215 Spacer Bar for CAC 8*10*941",18.0,0.21,"Nos",0,3.78,3.78,0.21,"BOM-R215 Spacer Bar for CAC 8*10*941-001",1.0,0,0,"",1,1,"Spacer Bar for CAC 8*10*941","R215 Spacer Bar for CAC 8*10*941","","","",18.0,"",0,18.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","f495qjnste",3.708,"Aluminium Spacer Bar ALU-STD-0028 (8*10)","",1,"Aluminium Spacer Bar ALU-STD-0028 (8*10)","Aluminium Spacer Bar ALU-STD-0028 (8*10)","",3.708,1.0,"",0,3.708,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g1g34jkki","R215 Tube Sheet For CAC 0.6*110*941",20.0,0.17,"Nos",0,3.4,3.4,0.17,"BOM-R215 Tube Sheet For CAC 0.6*110*941-001",1.0,0,0,"",1,1,"Tube Sheet For CAC 0.6*110*941","R215 Tube Sheet For CAC 0.6*110*941","","","",20.0,"",0,20.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","f49hhnght6",3.4,"Aluminium Coil 0.6*110MM Thk","",1,"Aluminium Coil 0.6*110MM","Aluminium Coil 0.6*110MM","",3.4,1.0,"",0,3.4,"Kg"
