"ID","Item","Company","Quantity","Target FG Warehouse","Currency","Conversion Rate","Process Plan No","Item UOM","Is Active","Is Default","Allow Alternative Item","Set rate of sub-assembly item based on BOM","Project","Image","Rate Of Materials Based On","Price List","Price List Currency","Price List Exchange Rate","With Operations","Transfer Material Against","Routing","Finished Goods based Operating Cost","Operating Cost Per BOM Quantity","% Process Loss","Process Loss Qty","Operating Cost","Raw Material Cost","Scrap Material Cost","Operating Cost (Company Currency)","Raw Material Cost (Company Currency)","Scrap Material Cost(Company Currency)","Total Cost","Total Cost (Company Currency)","Item Name","Item Description","Has Variants","Quality Inspection Required","Quality Inspection Template","Show in Website","Route","Website Image","Thumbnail","Show Items","Show Operations","Website Description","BOM Creator","BOM Creator Item","Amended From","ID (Items)","Item Code (Items)","Qty (Items)","Rate (Items)","UOM (Items)","Allow Alternative Item (Items)","Amount (Items)","Amount (Company Currency) (Items)","Basic Rate (Company Currency) (Items)","BOM No (Items)","Conversion Factor (Items)","Do Not Explode (Items)","Has Variants (Items)","Image (Items)","Include Item In Manufacturing (Items)","Is Stock Item (Items)","Item Description (Items)","Item Name (Items)","Item operation (Items)","Original Item (Items)","Process Plan No (Items)","Qty Consumed Per Unit (Items)","Source Warehouse (Items)","Sourced by Supplier (Items)","Stock Qty (Items)","Stock UOM (Items)","ID (Operations)","Base Cost Per Unit (Operations)","Base Hour Rate(Company Currency) (Operations)","Batch Size (Operations)","Cost Per Unit (Operations)","Description (Operations)","Fixed Time (Operations)","Hour Rate (Operations)","Image (Operations)","Operating Cost (Operations)","Operating Cost(Company Currency) (Operations)","Operation (Operations)","Operation Time (Operations)","Process Plan No (Operations)","Quality Inspection Template (Operations)","Sequence ID (Operations)","Set Operating Cost Based On BOM Quantity (Operations)","Workstation (Operations)","Workstation Type (Operations)","ID (Scrap Items)","Amount (Scrap Items)","Basic Amount (Company Currency) (Scrap Items)","Basic Rate (Company Currency) (Scrap Items)","Item Code (Scrap Items)","Item Name (Scrap Items)","Qty (Scrap Items)","Rate (Scrap Items)","Stock UOM (Scrap Items)","ID (Exploded Items)","Amount (Exploded Items)","Description (Exploded Items)","Image (Exploded Items)","Include Item In Manufacturing (Exploded Items)","Item Code (Exploded Items)","Item Name (Exploded Items)","Operation (Exploded Items)","Qty Consumed Per Unit (Exploded Items)","Rate (Exploded Items)","Source Warehouse (Exploded Items)","Sourced by Supplier (Exploded Items)","Stock Qty (Exploded Items)","Stock UOM (Exploded Items)"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gni2t4m6e","M8 Nuts",2.0,1.0,"Nos",0,2.0,2.0,1.0,"",1.0,0,0,"",1,1,"Nuts","Nuts","","","",2.0,"",0,2.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrut3m45u",0.974,"Aluminium Extrusion No 398C-ALU-2-0027 ( 101*66*33 )","",1,"Aluminium Extrusion No 398C-ALU-2-0027 ( 101*66*33 )","Aluminium Extrusion No 398C-ALU-2-0027 ( 101*66*33 )","",0.974,1.0,"",0,0.974,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gn6c1lon5","R215 OC",1.0,69.93,"Nos",0,69.93,69.93,69.93,"BOM-Oil Cooler-001",1.0,0,0,"",1,1,"Oil Cooler","Oil Cooler","","","",1.0,"",0,1.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrcue55gu",2.808,"Aluminium Coil 0.3×300MM","",1,"Aluminium Coil 0.3×300MM","Aluminium Coil 0.3×300MM","",2.808,1.0,"",0,2.808,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gngl7bbt5","M10 Plain Washer",28.0,1.0,"Nos",0,28.0,28.0,1.0,"",1.0,0,0,"",1,1,"Plain washer (forM10)","Plain washer (for M10)","","","",28.0,"",0,28.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrqm9emia",7.434,"Aluminium Extruded Bar (ALU-STD-0043)(3*7)","",1,"Aluminium Extruded Bar (ALU-STD-0043)(3*7)","Aluminium Extruded Bar (ALU-STD-0043)(3*7)","",7.434,1.0,"",0,7.434,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gntpbtou7","M8 Plain Washer",26.0,1.0,"Nos",0,26.0,26.0,1.0,"",1.0,0,0,"",1,1,"Plain washer (forM8)","Plain washer (for M8)","","","",26.0,"",0,26.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrlkuiv1j",0.39,"Aluminium Coil 0.3×250MM","",1,"Aluminium Coil 0.3×250MM","Aluminium Coil 0.3×250MM","",0.39,1.0,"",0,0.39,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gndvncl3k","R215 RAD",1.0,42.23,"Nos",0,42.23,42.23,42.23,"BOM-Radiator-001",1.0,0,0,"",1,1,"Radiator","Radiator","","","",1.0,"",0,1.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrgk65fvl",0.0023,"Aluminium Pipe OD⌀10*ID⌀6*17L","",1,"Aluminium Pipe OD⌀10*ID⌀6*17L","Aluminium Pipe OD⌀10*ID⌀6*17L","",0.0023,1.0,"",0,0.0023,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gnnotefkr","Rivets - 4.8 X 12.5",4.0,1.0,"Nos",0,4.0,4.0,1.0,"",1.0,0,0,"",1,1,"Rivets - 4.8 X 12.5","Rivets - 4.8 X 12.5","","","",4.0,"",0,4.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrjt5s4ug",0.36,"Aluminium Pipe 48.6*5MM Thk","",1,"Aluminium Pipe 48.6*5MM Thk","Aluminium Pipe 48.6*5MM Thk","",0.36,1.0,"",0,0.36,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gna6phnog","M10 Spring Washer",28.0,1.0,"Nos",0,28.0,28.0,1.0,"",1.0,0,0,"",1,1,"Spring washer (forM10)","Spring washer (for M10)","","","",28.0,"",0,28.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrtv8ouu3",4.9,"Aluminium Extrusion No 0253OC-ALU-2-0005 70(H)*113(W)*7.5(T)*345LG","",1,"Aluminium Extrusion No 0253OC-ALU-2-0005 70(H)*113(W)*7.5(T)*345LG","Aluminium Extrusion No 0253OC-ALU-2-0005 70(H)*113(W)*7.5(T)*345LG","",4.9,1.0,"",0,4.9,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gnmigamri","M8 Spring Washer",26.0,1.0,"Nos",0,26.0,26.0,1.0,"",1.0,0,0,"",1,1,"Spring washer (forM8)","Spring Washer (for M8)","","","",26.0,"",0,26.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrmoenoh7",0.288,"Aluminium Coil 0.2×250 Thk","",1,"Aluminium Coil 0.2×250 Thk","Aluminium Coil 0.2×250 Thk","",0.288,1.0,"",0,0.288,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gn4qdpecd","R215 Top Cover Assembly",1.0,1.0,"Nos",0,1.0,1.0,1.0,"BOM-R215 Top Cover Assembly-001",1.0,0,0,"",1,1,"R215 Top Cover Assy","R215 Top Cover Assembly","","","",1.0,"",0,1.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrr6lnfpm",2.088,"Aluminium Coil 0.2×300","",1,"Aluminium Coil 0.2×300","Aluminium Coil 0.2×300","",2.088,1.0,"",0,2.088,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gnppki1gg","R215 Top Flyscreen Assembly",1.0,4.62,"Nos",0,4.62,4.62,4.62,"BOM-R215 Top Flyscreen Assembly-001",1.0,0,0,"",1,1,"Top Flyscreen Assembly","R215 Top Flyscreen Assembly","","","",1.0,"",0,1.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrts0i39s",2.0,"Bottom Foam","",1,"Bottom Foam","Bottom Foam","",2.0,1.0,"",0,2.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gn2jepjht","Wing Bolt",8.0,1.0,"Nos",0,8.0,8.0,1.0,"",1.0,0,0,"",1,1,"Wing Bolt","Wing Bolt","","","",8.0,"",0,8.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrd4aibqt",12.0,"C Clamp Spacer","",1,"C Clamp Spacer","C Clamp Spacer","",12.0,1.0,"",0,12.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gnn2k44ol","Pressure Cap",1.0,1.0,"Nos",0,1.0,1.0,1.0,"",1.0,0,0,"",1,1,"Pressure Cap","Pressure Cap","","","",1.0,"",0,1.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrjnpu67p",2.0,"Drain Plug","",1,"Drain Plug","Drain Plug","",2.0,1.0,"",0,2.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gni688h44","Foam",1.0,1.0,"Set",0,1.0,1.0,1.0,"",1.0,0,0,"",1,1,"Foam","Foam","","","",1.0,"",0,1.0,"Set","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmraengfde",1.0,"EPDM Drain Hose","",1,"EPDM Drain Hose","EPDM Drain Hose","",1.0,1.0,"",0,1.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gnm7pgq3d","Protective Cap for CAC",2.0,1.0,"Nos",0,2.0,2.0,1.0,"",1.0,0,0,"",1,1,"Protective Cap for CAC","Protective Cap for CAC","","","",2.0,"",0,2.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmriqibh8j",2.0,"Foam for CAC","",1,"Foam for CAC","Foam for CAC","",2.0,1.0,"",0,2.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gn952qmq6","Protective cap for OC",2.0,1.0,"Nos",0,2.0,2.0,1.0,"",1.0,0,0,"",1,1,"Protective cap for OC","Protective cap for OC","","","",2.0,"",0,2.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmraj8dsfq",2.0,"Foam for gap B/W Cooler and F/C","",1,"Foam for gap B/W Cooler and F/C","Foam for gap B/W Cooler and F/C","",2.0,1.0,"",0,2.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gna2rae5b","Protective Cap for Radiator",2.0,1.0,"Nos",0,2.0,2.0,1.0,"",1.0,0,0,"",1,1,"Protective Cap for Radiator","Protective Cap for Radiator","","","",2.0,"",0,2.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrn109sn1",2.0,"Foam for OIL Cooler","",1,"Foam for OIL Cooler","Foam for OIL Cooler","",2.0,1.0,"",0,2.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gn8u70e4l","Sticker (Warning)",1.0,1.0,"Nos",0,1.0,1.0,1.0,"",1.0,0,0,"",1,1,"Sticker (Warning)","Sticker (Warning)","","","",1.0,"",0,1.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmritlbb11",1.0,"Filler Neck 14PSI","",1,"Filler Neck 14PSI","Filler Neck 14PSI","",1.0,1.0,"",0,1.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gnvb1kgbh","Sticker (Part No)",1.0,1.0,"Nos",0,1.0,1.0,1.0,"",1.0,0,0,"",1,1,"Sticker(Part No)","Sticker (Part No)","","","",1.0,"",0,1.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrqs3jhqp",1.0,"Filler Neck Over Flow Pipe","",1,"Filler Neck Over Flow Pipe","Filler Neck Over Flow Pipe","",1.0,1.0,"",0,1.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gn7joc6e9","Sticker (Serial No)",1.0,1.0,"Nos",0,1.0,1.0,1.0,"",1.0,0,0,"",1,1,"Sticker(Serial No)","Sticker (Serial No)","","","",1.0,"",0,1.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrlj8hp1q",1.0,"Foam","",1,"Foam","Foam","",1.0,1.0,"",0,1.0,"Set"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","osbddt5h73","Nut Cover for Condenser Mounting 43*30.3*1",2.0,0.01,"Nos",0,0.02,0.02,0.01,"BOM-Nut Cover for Condenser Mounting 43*30.3*1-001",1.0,0,0,"",1,1,"Nut Cover for Condenser Mounting 43*30.3*1","Nut Cover for Condenser Mounting 43*30.3*1","","","",2.0,"",0,2.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmr7sikj25",0.288,"GI – 0.5MM Thk","",1,"GI – 0.5MM Thk","GI – 0.5MM Thk","",0.288,1.0,"",0,0.288,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrnhci7l6",4.0,"Helicoil Insert M8 X 1.25 X 16Mm (2 D)","",1,"Helicoil Insert M8 X 1.25 X 16Mm (2 D)","Helicoil Insert M8 X 1.25 X 16Mm (2 D)","",4.0,1.0,"",0,4.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmredjn117",36.0,"Helicoil Insert","",1,"Helicoil Insert M10 X 1.5 X 15 Mm","Helicoil Insert","",36.0,1.0,"",0,36.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmr07a8lk5",2.0,"Helicoil Insert M 12 X 1.75 X 18Mm","",1,"Helicoil Insert M 12 X 1.75 X 18Mm","Helicoil Insert M 12 X 1.75 X 18Mm","",2.0,1.0,"",0,2.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrn4o3aot",18.0,"HEX Head Bolt M8*1.25P*25LG","",1,"HEX Head Bolt M8*1.25P*25LG","HEX Head Bolt M8*1.25P*25LG","",18.0,1.0,"",0,18.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrj8mu0u9",28.0,"HEX Head Bolt M10*1.5P*30LG","",1,"HEX Head Bolt M10*1.5P*30LG","HEX Head Bolt M10*1.5P*30LG","",28.0,1.0,"",0,28.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrq5v25k9",1.0,"Hose Clip","",1,"Hose Clip","Hose Clip","",1.0,1.0,"",0,1.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmr2iclpe2",2.0,"HEX Nut M8*1.25P","",1,"HEX Nut M8*1.25P","HEX Nut M8*1.25P","",2.0,1.0,"",0,2.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrhr4nmp7",0.27,"MS – 2MM Thk","",1,"MS – 2MM Thk","MS – 2MM Thk","",0.27,1.0,"",0,0.27,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrekc4gqn",0.612,"MS","",1,"MS","MS","",0.612,1.0,"",0,0.612,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrfs0c2ul",0.037,"MS – 1.5 MM Thk","",1,"MS – 1.5 MM Thk","MS – 1.5 MM Thk","",0.037,1.0,"",0,0.037,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrjl503is",0.026,"MS – 1.5MM Thk","",1,"MS – 1.5MM Thk","MS – 1.5MM Thk","",0.026,1.0,"",0,0.026,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrhh90itp",2.0,"Nuts","",1,"M8 Nuts","Nuts","",2.0,1.0,"",0,2.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrvb5ub4o",28.0,"Plain washer (forM10)","",1,"M10 Plain Washer","Plain washer (for M10)","",28.0,1.0,"",0,28.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrokoiibn",26.0,"Plain washer (forM8)","",1,"M8 Plain Washer","Plain washer (for M8)","",26.0,1.0,"",0,26.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrtk83o6n",28.0,"Spring washer (forM10)","",1,"M10 Spring Washer","Spring washer (for M10)","",28.0,1.0,"",0,28.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmruauqb26",26.0,"Spring washer (forM8)","",1,"M8 Spring Washer","Spring Washer (for M8)","",26.0,1.0,"",0,26.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrva48vaq",0.234,"MS – 1 MM Thk","",1,"MS – 1 MM Thk","MS – 1 MM Thk","",0.234,1.0,"",0,0.234,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmru66nbus",1.0,"Pressure Cap","",1,"Pressure Cap","Pressure Cap","",1.0,1.0,"",0,1.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrod73lrt",2.0,"Protective Cap for CAC","",1,"Protective Cap for CAC","Protective Cap for CAC","",2.0,1.0,"",0,2.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrnhk4g1v",2.0,"Protective cap for OC","",1,"Protective cap for OC","Protective cap for OC","",2.0,1.0,"",0,2.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmr94vug7m",2.0,"Protective Cap for Radiator","",1,"Protective Cap for Radiator","Protective Cap for Radiator","",2.0,1.0,"",0,2.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmr9uunr2k",1.0,"R215 Bottom Cover Assy","",1,"R215 Bottom Cover Assembly","R215 Bottom Cover Assembly","",1.0,1.0,"",0,1.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrn4e03tk",1.0,"Fan Cowl","",1,"R215 Fan Cowl","Fan Cowl","",1.0,1.0,"",0,1.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrcpcrsbq",1.0,"Finger Guard","",1,"R215 Finger Guard","R215 Finger Guard","",1.0,1.0,"",0,1.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrol0c48r",1.0,"LH – RH Condenser MTG BKT","",1,"R215 LH – RH Condenser MTG BKT","LH – RH Condenser MTG BKT","",1.0,1.0,"",0,1.0,"Set"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmr9pah15t",1.0,"Rubber Seal","",1,"Rubber Seal","Rubber Seal","",1.0,1.0,"",0,1.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrr7m3v5a",1.0,"RAD Drain Bush","",1,"RAD Drain Bush","RAD Drain Bush","",1.0,1.0,"",0,1.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmr3r0bsqt",4.0,"Rivets - 4.8 X 12.5","",1,"Rivets - 4.8 X 12.5","Rivets - 4.8 X 12.5","",4.0,1.0,"",0,4.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrle43sas",1.0,"R215 Top Cover Assy","",1,"R215 Top Cover Assembly","R215 Top Cover Assembly","",1.0,1.0,"",0,1.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmr6n05qgo",8.0,"SQ Nut M8*1.25P","",1,"SQ Nut M8*1.25P","SQ Nut M8*1.25P","",8.0,1.0,"",0,8.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmruf0csin",1.0,"Sticker (Warning)","",1,"Sticker (Warning)","Sticker (Warning)","",1.0,1.0,"",0,1.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrg8h6s30",1.0,"Sticker(Part No)","",1,"Sticker (Part No)","Sticker (Part No)","",1.0,1.0,"",0,1.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmru5563kv",1.0,"Sticker(Serial No)","",1,"Sticker (Serial No)","Sticker (Serial No)","",1.0,1.0,"",0,1.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrlae7es5",0.666666666,"Tank end plate for Extrusion no 0253OC-ALU-2-0005","",1,"Tank End Plate 70*5*595","Tank End Plate 70*5*595","",0.666666666,1.0,"",0,0.666666666,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmr0vihbib",4.0,"U Piece Angle-2 529(W)*15(H)*7(T)","",1,"U Piece Angle-2 for Flyscreen - 529(W)*15(H)*7(T)","U Piece Angle-2 for Flyscreen - 529(W)*15(H)*7(T)","",4.0,1.0,"",0,4.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmr2gbrf1c",4.0,"U Piece Angle-1 910(L)*15(W)*7(T)","",1,"U Piece Angle-1 for Flyscreen - 910(L)*15(W)*7(T)","U Piece Angle-1 for Flyscreen - 910(L)*15(W)*7(T)","",4.0,1.0,"",0,4.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmrnqhf5jh",8.0,"Wing Bolt","",1,"Wing Bolt","Wing Bolt","",8.0,1.0,"",0,8.0,"Nos"
