"ID","Series","Status","Item To Manufacture","BOM No","Company","Qty To Manufacture","Target Warehouse","Planned Start Date","Item Name","Image","Sales Order","Material Transferred for Manufacturing","Manufactured Qty","Disassembled Qty","Process Loss Qty","Project","Allow Alternative Item","Use Multi-Level BOM","Skip Material Transfer to WIP Warehouse","Backflush Raw Materials From Work-in-Progress Warehouse","Update Consumed Material Cost In Project","Source Warehouse","Work-in-Progress Warehouse","Scrap Warehouse","Has Serial No","Has Batch No","Batch Size","Transfer Material Against","Planned End Date","Expected Delivery Date","Actual Start Date","Actual End Date","Lead Time","Planned Operating Cost","Actual Operating Cost","Additional Operating Cost","Corrective Operation Cost","Total Operating Cost","Item Description","Stock UOM","Material Request","Material Request Item","Sales Order Item","Production Plan","Production Plan Item","Production Plan Sub-assembly Item","Product Bundle Item","Amended From","ID (Required Items)","Allow Alternative Item (Required Items)","Amount (Required Items)","Available Qty at Source Warehouse (Required Items)","Available Qty at WIP Warehouse (Required Items)","Consumed Qty (Required Items)","Description (Required Items)","Include Item In Manufacturing (Required Items)","Item Code (Required Items)","Item Name (Required Items)","Operation (Required Items)","Rate (Required Items)","Required Qty (Required Items)","Returned Qty  (Required Items)","Source Warehouse (Required Items)","Stock UOM (Required Items)","Transferred Qty (Required Items)","ID (Operations)","Actual End Time (Operations)","Actual Operating Cost (Operations)","Actual Operation Time (Operations)","Actual Start Time (Operations)","Batch Size (Operations)","BOM (Operations)","Completed Qty (Operations)","Hour Rate (Operations)","Operation (Operations)","Operation Description (Operations)","Planned End Time (Operations)","Planned Operating Cost (Operations)","Planned Start Time (Operations)","Process Loss Qty (Operations)","Sequence ID (Operations)","Status (Operations)","Time (Operations)","Workstation (Operations)","Workstation Type (Operations)"
"WO/260714/0017","WO/.YY.MM.DD./.####.","Completed","R215 CAC Inlet and Outlet Pipe","BOM-CAC Inlet and Outlet Pipe-001","Teksons Pvt Ltd",8.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 CAC Inlet and Outlet Pipe","","",8.0,8.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:08:00","","2026-07-25 14:04:10","2026-07-25 14:04:12",0.03336,0.0,0.0,0.0,0.0,0.0,"CAC Inlet and Outlet Pipe","Nos","","","","PP/2607/29/0001","","sua1pbgrq7","","","t4i056htpb",0,2.024,9.614,0.0,2.024,"Aluminium Pipe ⌀ 76.0*3MM Thk",1,"Aluminium Pipe ⌀ 76.0*3MM Thk","Aluminium Pipe ⌀ 76.0*3MM Thk","Pipe Cutting",1.0,2.024,0.0,"BOF Stores - TPL","Kg",2.024,"t4ii92v2uf","2026-07-25 14:04:12",0.0,0.03336,"2026-07-25 14:04:10",1.0,"BOM-CAC Inlet and Outlet Pipe-001",8.0,0.0,"Pipe Cutting","Pipe Cutting","",0.0,"",0.0,1,"Completed",8.0,"Manual Cutting","Weld_Manual Cutting"
"WO/260714/0016","WO/.YY.MM.DD./.####.","Completed","Tank End Plate 110×5*595MM","BOM-Tank End Plate 110×5*595MM-001","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","Tank End Plate 110×5*595MM","","",4.0,4.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:04:00","","2026-07-16 09:59:45","2026-07-16 09:59:48",0.04998,0.0,0.0,0.0,0.0,0.0,"Tank End Plate 110×5*595MM","Nos","","","","PP/2607/29/0001","","sua17kbah5","","","11r10m3bhf",0,3.576,34.826,0.0,3.576,"Aluminium Plate 110*5*2250MM",1,"Aluminium Plate 110*5*2250MM","Aluminium Plate 110*5*2250MM","Size Cutting",1.0,3.576,0.0,"BOF Stores - TPL","Kg",3.576,"11rk32hvif","2026-07-16 09:59:48",0.0,0.04998,"2026-07-16 09:59:45",1.0,"BOM-Tank End Plate 110×5*595MM-001",4.0,0.0,"Size Cutting","Size Cutting","",0.0,"",0.0,1,"Completed",4.0,"W-26_Accurate Cutting Machine","Accurate Cutting"
"WO/260714/0015","WO/.YY.MM.DD./.####.","Completed","Tank End Plate 101.5*96*5 for Extrusion No 0239C-ALU-2-0001","BOM-Tank End Plate for Extrusion No 0239C-ALU-2-0001-001","Teksons Pvt Ltd",18.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","Tank End Plate 101.5*96*5 for Extrusion No 0239C-ALU-2-0001","","",0.0,18.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:03:00","","2026-07-25 13:50:38","2026-07-25 13:50:40",0.03336,0.0,0.0,0.0,0.0,0.0,"Tank end plate for extrusion No  0239C-ALU-2-0001","Nos","","","","PP/2607/29/0001","","suarcdr3rk","","","0nb8af92m6",0,2.67,99.0,1.0,3.0,"Tank End Plate 110×5*595MM",1,"Tank End Plate 110×5*595MM","Tank End Plate 110×5*595MM","Blanking",0.89,3.0,0.0,"BOF Stores - TPL","Nos",0.0,"0nbkg8h2ej","2026-07-25 13:50:40",0.0,0.03336,"2026-07-25 13:50:38",1.0,"BOM-Tank End Plate for Extrusion No 0239C-ALU-2-0001-001",18.0,0.0,"Blanking","Blanking","",0.0,"",0.0,1,"Completed",3.0,"RP-26_Hydraulic Press","Corner Cutting, Punching, Folding and Blanking"
"WO/260714/0014","WO/.YY.MM.DD./.####.","Completed","R215 CAC Top Tank Sub Assy","BOM-CAC Top Tank Sub Assy-001","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 CAC Top Tank Sub Assy","","",0.0,4.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:04:00","","2026-07-25 14:00:42","2026-07-25 14:00:43",0.01668,0.0,0.0,0.0,0.0,0.0,"CAC Top Tank Sub Assy","Nos","","","","PP/2607/29/0001","","sua4umolqm","","","t4hlbvtlr7",0,1.186666664,38.0,4.0,8.0,"Tank end plate for extrusion No  0239C-ALU-2-0001",1,"Tank End Plate 101.5*96*5 for Extrusion No 0239C-ALU-2-0001","Tank End Plate 101.5*96*5 for Extrusion No 0239C-ALU-2-0001","Tank Assembly",0.148333333,8.0,0.0,"BOF Stores - TPL","Nos",0.0,"t4hkm7eo61","2026-07-25 14:00:43",0.0,0.01668,"2026-07-25 14:00:42",1.0,"BOM-CAC Top Tank Sub Assy-001",4.0,0.0,"Tank Assembly","Tank Assembly","",0.0,"",0.0,1,"Completed",4.0,"ALU-M-08_Mig Welding Machine","Mig Welding"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4hv24l80e",0,1.0,0.0,5.0,4.0,"CAC Inlet and Outlet Pipe",1,"R215 CAC Inlet and Outlet Pipe","R215 CAC Inlet and Outlet Pipe","Tank Assembly",0.25,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4haqsp42s",0,23.24,0.0,1.0,4.0,"CAC Top Tank",1,"R215 CAC Top Tank","R215 CAC Top Tank","Tank Assembly",5.81,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"WO/260714/0013","WO/.YY.MM.DD./.####.","Completed","R215 Tube Sheet For CAC 0.6*110*941","BOM-R215 Tube Sheet For CAC 0.6*110*941-001","Teksons Pvt Ltd",80.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 Tube Sheet For CAC 0.6*110*941","","",80.0,80.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 01:20:00","","2026-07-25 13:44:02","2026-07-25 13:44:04",0.03336,0.0,0.0,0.0,0.0,0.0,"Tube Sheet For CAC 0.6*110*941","Nos","","","","PP/2607/29/0001","","suachlgu5g","","","t4h45nsdtn",0,13.6,231.8,0.0,13.6,"Aluminium Coil 0.6*110MM Thk",1,"Aluminium Coil 0.6*110MM","Aluminium Coil 0.6*110MM","Tube Sheet Cutting",1.0,13.6,0.0,"BOF Stores - TPL","Kg",13.6,"t4hjd8d4br","2026-07-25 13:44:04",0.0,0.03336,"2026-07-25 13:44:02",1.0,"BOM-R215 Tube Sheet For CAC 0.6*110*941-001",80.0,0.0,"Tube Sheet Cutting","Tube Sheet Cutting","",0.0,"",0.0,1,"Completed",80.0,"Cut To Length","Cut To Length"
"WO/260714/0012","WO/.YY.MM.DD./.####.","Completed","R215 Spacer Bar for CAC 8*10*941","BOM-R215 Spacer Bar for CAC 8*10*941-001","Teksons Pvt Ltd",72.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 Spacer Bar for CAC 8*10*941","","",72.0,72.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 01:12:00","","2026-07-25 13:43:45","2026-07-25 13:43:48",0.04998,0.0,0.0,0.0,0.0,0.0,"Spacer Bar for CAC 8*10*941","Nos","","","","PP/2607/29/0001","","suasatrnmq","","","t4hng0amd2",0,14.832,70.452,0.0,14.832,"Aluminium Spacer Bar ALU-STD-0028 (8*10)",1,"Aluminium Spacer Bar ALU-STD-0028 (8*10)","Aluminium Spacer Bar ALU-STD-0028 (8*10)","Bar Cutting",1.0,14.832,0.0,"BOF Stores - TPL","Kg",14.832,"t4hd0t1oq1","2026-07-25 13:43:48",0.0,0.04998,"2026-07-25 13:43:45",1.0,"BOM-R215 Spacer Bar for CAC 8*10*941-001",72.0,0.0,"Bar Cutting","Bar Cutting","",0.0,"",0.0,1,"Completed",72.0,"Bar_Circular Saw Machine","Aluminium Bar Cutting"
"WO/260714/0011","WO/.YY.MM.DD./.####.","Completed","Spacer Bar 9.5×15×110","BOM-Spacer Bar 9.5×15×110-001","Teksons Pvt Ltd",496.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","Spacer Bar 9.5×15×110","","",496.0,496.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 08:16:00","","2026-07-25 13:43:34","2026-07-25 13:43:37",0.04998,0.0,0.0,0.0,0.0,0.0,"Spacer Bar 9.5×15×110","Nos","","","","PP/2607/29/0001","","sua9di636q","","","t4gq0vj4du",0,21.328,52.125,0.0,21.328,"Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )",1,"Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","Bar Cutting",1.0,21.328,0.0,"BOF Stores - TPL","Kg",21.328,"t4g0rvjp9d","2026-07-25 13:43:37",0.0,0.04998,"2026-07-25 13:43:34",1.0,"BOM-Spacer Bar 9.5×15×110-001",496.0,0.0,"Bar Cutting","Bar Cutting","",0.0,"",0.0,1,"Completed",496.0,"Bar_Circular Saw Machine","Aluminium Bar Cutting"
"WO/260714/0010","WO/.YY.MM.DD./.####.","Completed","Internal Fin For CAC 0.2*200*90","BOM-Internal Fin For CAC 0.2*200*90-001","Teksons Pvt Ltd",144.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","Internal Fin For CAC 0.2*200*90","","",144.0,144.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 02:24:00","","2026-07-25 13:43:23","2026-07-25 13:43:25",0.03336,0.0,0.0,0.0,0.0,0.0,"Internal Fin For CAC 0.2*200*90","Nos","","","","PP/2607/29/0001","","sua7gc65rh","","","t4gn3r9465",0,4.752,22.572,0.0,4.752,"Aluminium Coil 0.2×200MM",1,"Aluminium Coil 0.2×200MM","Aluminium Coil 0.2×200MM","Fin Forming",1.0,4.752,0.0,"BOF Stores - TPL","Kg",4.752,"t4gi4t8elq","2026-07-25 13:43:25",0.0,0.03336,"2026-07-25 13:43:23",1.0,"BOM-Internal Fin For CAC 0.2*200*90-001",144.0,0.0,"Fin Forming","Fin Forming","",0.0,"",0.0,1,"Completed",144.0,"AL-M-16_Zig-Zag Fin Machine","Fin Forming and Cutting"
"WO/260714/0009","WO/.YY.MM.DD./.####.","Completed","Internal Fin For CAC 0.2*140*90","BOM-Internal Fin For CAC 0.2*140*90-001","Teksons Pvt Ltd",36.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","Internal Fin For CAC 0.2*140*90","","",36.0,36.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:36:00","","2026-07-25 13:43:07","2026-07-25 13:43:09",0.03336,0.0,0.0,0.0,0.0,0.0,"Internal Fin For CAC 0.2*140*90","Nos","","","","PP/2607/29/0001","","sualb2hg0i","","","t4g1e363sp",0,0.828,3.933,0.0,0.828,"Aluminium Coil 0.2×140",1,"Aluminium Coil 0.2×140","Aluminium Coil 0.2×140","Fin Forming",1.0,0.828,0.0,"BOF Stores - TPL","Kg",0.828,"t4g3n0k383","2026-07-25 13:43:09",0.0,0.03336,"2026-07-25 13:43:07",1.0,"BOM-Internal Fin For CAC 0.2*140*90-001",36.0,0.0,"Fin Forming","Fin Forming","",0.0,"",0.0,1,"Completed",36.0,"AL-M-16_Zig-Zag Fin Machine","Fin Forming and Cutting"
"WO/260714/0008","WO/.YY.MM.DD./.####.","Completed","R215 External Fin For CAC 0.3*110*911","BOM-R215 External Fin For CAC 0.3*110*911-001","Teksons Pvt Ltd",16.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 External Fin For CAC 0.3*110*911","","",16.0,16.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:16:00","","2026-07-25 13:42:56","2026-07-25 13:42:59",0.04998,0.0,0.0,0.0,0.0,0.0,"External Fin For CAC 0.3*110*911","Nos","","","","PP/2607/29/0001","","suakjef6db","","","t4g1ltqa57",0,5.152,243.922,0.0,5.152,"Aluminium Coil 0.3*110MM",1,"Aluminium Coil 0.3*110MM","Aluminium Coil 0.3*110MM","Fin Forming",1.0,5.152,0.0,"BOF Stores - TPL","Kg",5.152,"t4g7qrsk4m","2026-07-25 13:42:59",0.0,0.04998,"2026-07-25 13:42:56",1.0,"BOM-R215 External Fin For CAC 0.3*110*911-001",16.0,0.0,"Fin Forming","Fin Forming","",0.0,"",0.0,1,"Completed",16.0,"AL-M-16_Zig-Zag Fin Machine","Fin Forming and Cutting"
"WO/260714/0007","WO/.YY.MM.DD./.####.","Completed","R215 External Fin For CAC 0.2*110*911","BOM-R215 External Fin For CAC 0.2*110*911-001","Teksons Pvt Ltd",24.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 External Fin For CAC 0.2*110*911","","",24.0,24.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:24:00","","2026-07-25 13:42:41","2026-07-25 13:42:43",0.03336,0.0,0.0,0.0,0.0,0.0,"External Fin For CAC 0.2*110*911","Nos","","","","PP/2607/29/0001","","suagfuaphd","","","t4gcajai0b",0,5.16,107.901,0.0,5.16,"Aluminium Coil 0.2*110",1,"Aluminium Coil 0.2*110","Aluminium Coil 0.2*110","Fin Forming",1.0,5.16,0.0,"BOF Stores - TPL","Kg",5.16,"t4gdau48i2","2026-07-25 13:42:43",0.0,0.03336,"2026-07-25 13:42:41",1.0,"BOM-R215 External Fin For CAC 0.2*110*911-001",24.0,0.0,"Fin Forming","Fin Forming","",0.0,"",0.0,1,"Completed",24.0,"AL-M-16_Zig-Zag Fin Machine","Fin Forming and Cutting"
"WO/260714/0006","WO/.YY.MM.DD./.####.","Completed","R215 CAC Core End Plate 5X165X941","BOM-R215 CAC Core End Plate 5X165X941-001","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 CAC Core End Plate 5X165X941","","",4.0,4.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:04:00","","2026-07-16 09:54:09","2026-07-16 09:54:11",0.03336,0.0,0.0,0.0,0.0,0.0,"R215 CAC Core End Plate 5X165X941","Nos","","","","PP/2607/29/0001","","sua2o2bt8v","","","t4fi5kcprb",0,8.48,83.98,0.0,8.48,"Aluminium Sheet 5MM Thk",1,"Aluminium Sheet 5MM Thk","Aluminium Sheet 5MM Thk","Shearing",1.0,8.48,0.0,"BOF Stores - TPL","Kg",8.48,"t4fjg29crf","2026-07-16 09:54:11",0.0,0.03336,"2026-07-16 09:54:09",1.0,"BOM-R215 CAC Core End Plate 5X165X941-001",4.0,0.0,"Shearing","Shearing (W) Operation","",0.0,"",0.0,1,"Completed",4.0,"W01_Shearing Machine","Shearing Machine"
"WO/260714/0005","WO/.YY.MM.DD./.####.","Completed","R215 CAC Core End Plate 5X140X941","BOM-R215 CAC Core End Plate 5X140X941-001","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 CAC Core End Plate 5X140X941","","",4.0,4.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:18:00","","2026-07-25 13:54:22","2026-07-25 14:10:57",16.58334,0.0,0.0,0.0,0.0,0.0,"CAC Core End Plate 5*140*941","Nos","","","","PP/2607/29/0001","","suafeiblcd","","","t4f42cnaai",0,8.48,99.0,1.0,4.0,"R215 CAC Core End Plate 5X165X941",1,"R215 CAC Core End Plate 5X165X941","R215 CAC Core End Plate 5X165X941","",2.12,4.0,0.0,"BOF Stores - TPL","Nos",4.0,"t4fcj7q8mo","2026-07-25 13:54:24",0.0,0.03336,"2026-07-25 13:54:22",1.0,"BOM-R215 CAC Core End Plate 5X140X941-001",4.0,0.0,"Folding","Folding","",0.0,"",0.0,1,"Completed",4.0,"RA-15_Hydraulic Press","Folding"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4fh8setl5","2026-07-25 14:10:57",0.0,0.03336,"2026-07-25 14:10:55",1.0,"BOM-R215 CAC Core End Plate 5X140X941-001",4.0,0.0,"Sr. No. Punching","Sr. No. Punching","",0.0,"",0.0,2,"Completed",4.0,"RP-36_Hydro Pneumatic Press Machine","Sr. No. Punching"
"WO/260714/0004","WO/.YY.MM.DD./.####.","Completed","R215 CAC Core End Plate 2.5X110X941","BOM-R215 CAC Core End Plate 2.5X110X941-001","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 CAC Core End Plate 2.5X110X941","","",4.0,4.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:04:00","","2026-07-16 09:52:36","2026-07-16 09:52:40",0.06666,0.0,0.0,0.0,0.0,0.0,"R215 CAC Core End Plate 2.5X110X941","Nos","","","","PP/2607/29/0001","","suapcdqm3e","","","t4fgcc85al",0,2.824,44.373,0.0,2.824,"Aluminium Sheet 2.5MM Thk Without Cladded",1,"Aluminium Sheet 2.5MM Thk Without Cladded","Aluminium Sheet 2.5MM Thk Without Cladded","Shearing",1.0,2.824,0.0,"BOF Stores - TPL","Kg",2.824,"t4fn31e2oi","2026-07-16 09:52:40",0.0,0.06666,"2026-07-16 09:52:36",1.0,"BOM-R215 CAC Core End Plate 2.5X110X941-001",4.0,0.0,"Shearing","Shearing (W) Operation","",0.0,"",0.0,1,"Completed",4.0,"W01_Shearing Machine","Shearing Machine"
"WO/260714/0003","WO/.YY.MM.DD./.####.","Not Started","R215 CAC Core","BOM-R215 CAC Core-001","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 CAC Core","","",0.0,0.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:18:00","","2026-07-25 12:26:58","2026-07-25 13:46:49",79.84998,0.0,0.0,0.0,0.0,0.0,"Core Assembly for CAC","Nos","","","","PP/2607/29/0001","","suadhfmjo8","","","t4ftfdqigp",0,2.84,0.0,1.0,0.0,"R215 CAC Core End Plate 2.5X110X941",1,"R215 CAC Core End Plate 2.5X110X941","R215 CAC Core End Plate 2.5X110X941","",0.71,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"t4ffajbta3","2026-07-25 12:27:02",0.0,0.06666,"2026-07-25 12:26:58",1.0,"BOM-R215 CAC Core-001",4.0,0.0,"Core Assembly","Core Assembly","",0.0,"",0.0,1,"Completed",4.0,"01_Fixing Table","Core Fixing"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4fooao0t6",0,8.48,99.0,1.0,0.0,"CAC Core End Plate 5*140*941",1,"R215 CAC Core End Plate 5X140X941","R215 CAC Core End Plate 5X140X941","",2.12,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"t4fp2jvb4k","2026-07-25 13:46:49",0.0,0.03336,"2026-07-25 13:46:47",1.0,"BOM-R215 CAC Core-001",4.0,0.0,"Core Brazing","Core Brazing","",0.0,"",0.0,2,"Completed",4.0,"Brazing Furnace","Brazing Furnace"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4f3fppc4p",0,5.28,0.0,6.0,0.0,"External Fin For CAC 0.2*110*911",1,"R215 External Fin For CAC 0.2*110*911","R215 External Fin For CAC 0.2*110*911","",0.22,24.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4fg44b7hv",0,5.12,0.0,4.0,0.0,"External Fin For CAC 0.3*110*911",1,"R215 External Fin For CAC 0.3*110*911","R215 External Fin For CAC 0.3*110*911","",0.32,16.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4f12bhs2f",0,0.72,0.0,9.0,0.0,"Internal Fin For CAC 0.2*140*90",1,"Internal Fin For CAC 0.2*140*90","Internal Fin For CAC 0.2*140*90","",0.02,36.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4fou6gsh8",0,4.32,0.0,36.0,0.0,"Internal Fin For CAC 0.2*200*90",1,"Internal Fin For CAC 0.2*200*90","Internal Fin For CAC 0.2*200*90","",0.03,144.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4fuglo7lo",0,3.2,0.0,229.0,0.0,"Spacer Bar 9.5×15×110",1,"Spacer Bar 9.5×15×110","Spacer Bar 9.5×15×110","",0.04,80.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4fqfpf36u",0,15.12,0.0,18.0,0.0,"Spacer Bar for CAC 8*10*941",1,"R215 Spacer Bar for CAC 8*10*941","R215 Spacer Bar for CAC 8*10*941","",0.21,72.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4f97v2i7u",0,13.6,0.0,20.0,0.0,"Tube Sheet For CAC 0.6*110*941",1,"R215 Tube Sheet For CAC 0.6*110*941","R215 Tube Sheet For CAC 0.6*110*941","",0.17,80.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"WO/260714/0002","WO/.YY.MM.DD./.####.","Not Started","R215 CAC","BOM-R215 CAC-001","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","Charge Air Cooler","","",0.0,0.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:32:00","","","",0.0,0.0,0.0,0.0,0.0,0.0,"Charge Air Cooler","Nos","","","","PP/2607/29/0001","","sua8nd0di9","","","t4ebador9f",0,58.68,0.0,0.0,0.0,"Core Assembly for CAC",1,"R215 CAC Core","R215 CAC Core","",14.67,4.0,0.0,"Stores - TPL","Nos",0.0,"t4e37n87dv","",0.0,0.0,"",1.0,"BOM-R215 CAC-001",0.0,0.0,"Tank To Core","Tank To Core Tack Weld","",0.0,"",0.0,1,"Pending",4.0,"","Mig Welding"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4evom34cb",0,25.44,0.0,5.0,0.0,"CAC Top Tank Sub Assy",1,"R215 CAC Top Tank Sub Assy","R215 CAC Top Tank Sub Assy","",6.36,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"t4ej44od0l","",0.0,0.0,"",1.0,"BOM-R215 CAC-001",0.0,0.0,"Angle Assembly","Angle Assembly","",0.0,"",0.0,2,"Pending",4.0,"","Mig Welding"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4el7cr8il",0,25.44,0.0,0.0,0.0,"CAC Bottom Tank Sub Assy",1,"R215 CAC Bottom Tank Sub Assy","R215 CAC Bottom Tank Sub Assy","",6.36,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"t4e6qnrd6f","",0.0,0.0,"",1.0,"BOM-R215 CAC-001",0.0,0.0,"Leak Testing","Leak Testing (Wet)","",0.0,"",0.0,3,"Pending",4.0,"","Leak Test"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4e44opp0s",0,6.04,0.0,6.0,0.0,"Stay Block",1,"Stay Block 50X25X150","Stay Block 50X25X150","",1.51,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4eal1kveg",0,11.12,0.0,2.0,0.0,"Condenser Mtg. Block 31X19X25",1,"Condenser Mounting Block 31X19X25","Condenser Mounting Block 31X19X25","",1.39,8.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
