"ID","Series","Status","Item To Manufacture","BOM No","Company","Qty To Manufacture","Target Warehouse","Planned Start Date","Item Name","Image","Sales Order","Material Transferred for Manufacturing","Manufactured Qty","Disassembled Qty","Process Loss Qty","Project","Allow Alternative Item","Use Multi-Level BOM","Skip Material Transfer to WIP Warehouse","Backflush Raw Materials From Work-in-Progress Warehouse","Update Consumed Material Cost In Project","Source Warehouse","Work-in-Progress Warehouse","Scrap Warehouse","Has Serial No","Has Batch No","Batch Size","Transfer Material Against","Planned End Date","Expected Delivery Date","Actual Start Date","Actual End Date","Lead Time","Planned Operating Cost","Actual Operating Cost","Additional Operating Cost","Corrective Operation Cost","Total Operating Cost","Item Description","Stock UOM","Material Request","Material Request Item","Sales Order Item","Production Plan","Production Plan Item","Production Plan Sub-assembly Item","Product Bundle Item","Amended From","ID (Required Items)","Allow Alternative Item (Required Items)","Amount (Required Items)","Available Qty at Source Warehouse (Required Items)","Available Qty at WIP Warehouse (Required Items)","Consumed Qty (Required Items)","Description (Required Items)","Include Item In Manufacturing (Required Items)","Item Code (Required Items)","Item Name (Required Items)","Operation (Required Items)","Rate (Required Items)","Required Qty (Required Items)","Returned Qty  (Required Items)","Source Warehouse (Required Items)","Stock UOM (Required Items)","Transferred Qty (Required Items)","ID (Operations)","Actual End Time (Operations)","Actual Operating Cost (Operations)","Actual Operation Time (Operations)","Actual Start Time (Operations)","Batch Size (Operations)","BOM (Operations)","Completed Qty (Operations)","Hour Rate (Operations)","Operation (Operations)","Operation Description (Operations)","Planned End Time (Operations)","Planned Operating Cost (Operations)","Planned Start Time (Operations)","Process Loss Qty (Operations)","Sequence ID (Operations)","Status (Operations)","Time (Operations)","Workstation (Operations)","Workstation Type (Operations)"
"WO/260714/0046","WO/.YY.MM.DD./.####.","Completed","R215 OC Top & Bottom Tank 70x113x7.5x377LG","BOM-R215 OC Top & Bottom Tank 70x113x7.5x377LG-001","Teksons Pvt Ltd",8.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 OC Top & Bottom Tank 70x113x7.5x377LG","","",8.0,8.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:26:00","","2026-07-16 10:03:16","2026-07-16 10:04:29",1.21668,0.0,0.0,0.0,0.0,0.0,"OC Top &amp; Bottom Tank","Nos","","","","PP/2607/29/0001","","suace8k8ja","","","t4o5ln41mf",0,24.88,118.18,0.0,24.88,"Aluminium Extrusion No 0073C-ALU-2-0008 70(H)*113(W)*7.5(T)*377LG",1,"Aluminium Extrusion No 0073C-ALU-2-0008 70(H)*113(W)*7.5(T)*377LG","Aluminium Extrusion No 0073C-ALU-2-0008 70(H)*113(W)*7.5(T)*377LG","",1.0,24.88,0.0,"BOF Stores - TPL","Kg",24.88,"t4o6cne0nc","2026-07-16 10:03:18",0.0,0.03336,"2026-07-16 10:03:16",1.0,"BOM-R215 OC Top & Bottom Tank 70x113x7.5x377LG-001",8.0,0.0,"Size Cutting","Size Cutting","",0.0,"",0.0,1,"Completed",8.0,"W-26_Accurate Cutting Machine","Accurate Cutting"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4okcb1qc9","2026-07-16 10:04:29",0.0,0.01668,"2026-07-16 10:04:28",1.0,"BOM-R215 OC Top & Bottom Tank 70x113x7.5x377LG-001",8.0,0.0,"Drilling & Boring","Drilling & Boring","",0.0,"",0.0,2,"Completed",8.0,"TR-27_Makino","Drilling, Boring and Milling"
"WO/260714/0045","WO/.YY.MM.DD./.####.","Completed","R215 OC Bottom Tank","BOM-R215 OC Bottom Tank-002","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 OC Bottom Tank","","",4.0,4.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:04:00","","2026-07-25 14:04:20","2026-07-25 14:04:21",0.01668,0.0,0.0,0.0,0.0,0.0,"OC Bottom ","Nos","","","","PP/2607/29/0001","","suaqiug53e","","","t4nkc5si5s",0,12.44,0.0,2.0,4.0,"OC Top &amp; Bottom Tank",1,"R215 OC Top & Bottom Tank 70x113x7.5x377LG","R215 OC Top & Bottom Tank 70x113x7.5x377LG","Helicoil Insert",3.11,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"t4nendj14r","2026-07-25 14:04:21",0.0,0.01668,"2026-07-25 14:04:20",1.0,"BOM-R215 OC Bottom Tank-002",4.0,0.0,"Helicoil Insert","Helicoil Inserting","",0.0,"",0.0,1,"Completed",4.0,"01_Helicoil and Tapping","Helicoil & Tapping"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4n3ipbh7f",1,24.0,68.0,0.0,24.0,"Helicoil Insert",1,"Helicoil Insert M10 X 1.5 X 15 Mm","Helicoil Insert M10 X 1.5 X 15 Mm","Helicoil Insert",1.0,24.0,0.0,"Raw Material Stores - TPL","Nos",24.0,"","","","","","","","","","","","","","","","","","","",""
"WO/260714/0044","WO/.YY.MM.DD./.####.","Completed","R215 OC Bottom Tank Sub Assy","BOM-OC Bottom Tank Sub Assy-001","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 OC Bottom Tank Sub Assy","","",4.0,4.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:04:00","","2026-07-25 14:04:46","2026-07-25 14:04:48",0.03336,0.0,0.0,0.0,0.0,0.0,"OC Bottom Tank Sub Assy","Nos","","","","PP/2607/29/0001","","suaaok8i8b","","","t4nksmdpbo",0,36.44,0.0,0.0,4.0,"OC Bottom ",1,"R215 OC Bottom Tank","R215 OC Bottom Tank","Tank Assembly",9.11,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"t4nmdjt9hr","2026-07-25 14:04:48",0.0,0.03336,"2026-07-25 14:04:46",1.0,"BOM-OC Bottom Tank Sub Assy-001",4.0,0.0,"Tank Assembly","Tank Assembly","",0.0,"",0.0,1,"Completed",4.0,"ALU-M-08_Mig Welding Machine","Mig Welding"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4nkdvc35d",1,4.0,100.0,99.0,4.0,"Aluminium Bush 6063 Hyundai 8",1,"0261Oc-Alu-2-004","Aluminium Bush 6063 Hyundai 8","Tank Assembly",1.0,4.0,0.0,"BOF Stores - TPL","Nos",4.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4n4n6g51t",0,1.084444448,0.0,0.0,8.0,"Tank End Plate For Extrusion No 0073C-ALU-2-0008",1,"Tank End Plate 96*62*8 For Extrusion No 0073C-ALU-2-0008","Tank End Plate 96*62*8 For Extrusion No 0073C-ALU-2-0008","Tank Assembly",0.135555556,8.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"WO/260714/0043","WO/.YY.MM.DD./.####.","Completed","Turbulator 0.3*300*44.5","BOM-Turbulator 0.3*300*44.5-001","Teksons Pvt Ltd",624.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","Turbulator 0.3*300*44.5","","",624.0,624.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 10:24:00","","2026-07-25 13:45:46","2026-07-25 13:45:48",0.03336,0.0,0.0,0.0,0.0,0.0,"Turbulator for OC 0.3*300*44.5","Nos","","","","PP/2607/29/0001","","suartbk0ng","","","t4n9ccf85e",0,11.232,249.912,0.0,11.232,"Aluminium Coil 0.3×300MM",1,"Aluminium Coil 0.3×300MM","Aluminium Coil 0.3×300MM","Turbu Forming",1.0,11.232,0.0,"BOF Stores - TPL","Kg",11.232,"t4nc8fscct","2026-07-25 13:45:48",0.0,0.03336,"2026-07-25 13:45:46",1.0,"BOM-Turbulator 0.3*300*44.5-001",624.0,0.0,"Turbu Forming","Turbu Forming & Cutting","",0.0,"",0.0,1,"Completed",624.0,"AL-M-41_Turbulator Machine","Turbulator Forming and Cutting"
"WO/260714/0042","WO/.YY.MM.DD./.####.","Completed","Turbulator 0.3*250*44.5","BOM-Turbulator 0.3*250*44.5-002","Teksons Pvt Ltd",104.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","Turbulator 0.3*250*44.5","","",104.0,104.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 01:44:00","","2026-07-25 13:45:36","2026-07-25 13:45:38",0.03336,0.0,0.0,0.0,0.0,0.0,"Turbulator 0.3*250*44.5","Nos","","","","PP/2607/29/0001","","sua053kjh7","","","t4nhd2mrvg",0,1.56,405.21,0.0,1.56,"Aluminium Coil 0.3×250MM",1,"Aluminium Coil 0.3×250MM","Aluminium Coil 0.3×250MM","Turbu Forming",1.0,1.56,0.0,"BOF Stores - TPL","Kg",1.56,"t4nplj8eur","2026-07-25 13:45:38",0.0,0.03336,"2026-07-25 13:45:36",1.0,"BOM-Turbulator 0.3*250*44.5-002",104.0,0.0,"Turbu Forming","Turbu Forming & Cutting","",0.0,"",0.0,1,"Completed",104.0,"AL-M-41_Turbulator Machine","Turbulator Forming and Cutting"
"WO/260714/0041","WO/.YY.MM.DD./.####.","Completed","R215 OC Tube Sheet 0.7*110*1021","BOM-Tube Sheet for OC 0.7*110*1021-001","Teksons Pvt Ltd",216.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 OC Tube Sheet 0.7*110*1021","","",216.0,216.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 03:36:00","","2026-07-25 13:45:24","2026-07-25 13:45:26",0.03336,0.0,0.0,0.0,0.0,0.0,"Tube Sheet for OC 0.7*110*1021","Nos","","","","PP/2607/29/0001","","suarerklnq","","","t4naniophc",0,46.44,219.51,0.0,46.44,"Aluminium Coil 0.7*110",1,"Aluminium Coil 0.7*110","Aluminium Coil 0.7*110","Tube Sheet Cutting",1.0,46.44,0.0,"BOF Stores - TPL","Kg",46.44,"t4nbotf49d","2026-07-25 13:45:26",0.0,0.03336,"2026-07-25 13:45:24",1.0,"BOM-Tube Sheet for OC 0.7*110*1021-001",216.0,0.0,"Tube Sheet Cutting","Tube Sheet Cutting","",0.0,"",0.0,1,"Completed",216.0,"Cut To Length","Cut To Length"
"WO/260714/0040","WO/.YY.MM.DD./.####.","Completed","R215 OC Core End Plate 5X165X1021","BOM-R215 OC Core End Plate 5X165X1021-001","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 OC Core End Plate 5X165X1021","","",4.0,4.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:04:00","","2026-07-16 09:55:39","2026-07-16 09:55:42",0.04998,0.0,0.0,0.0,0.0,0.0,"R215 OC Core End Plate 5X165X1021","Nos","","","","PP/2607/29/0001","","suarp5sqdt","","","t4m5flf58k",0,9.2,83.98,0.0,9.2,"Aluminium Sheet 5MM Thk",1,"Aluminium Sheet 5MM Thk","Aluminium Sheet 5MM Thk","Shearing",1.0,9.2,0.0,"BOF Stores - TPL","Kg",9.2,"t4m08j8nle","2026-07-16 09:55:42",0.0,0.04998,"2026-07-16 09:55:39",1.0,"BOM-R215 OC Core End Plate 5X165X1021-001",4.0,0.0,"Shearing","Shearing (W) Operation","",0.0,"",0.0,1,"Completed",4.0,"W01_Shearing Machine","Shearing Machine"
"WO/260714/0039","WO/.YY.MM.DD./.####.","Completed","R215 OC Core End Plate 5X140X1021","BOM-R215 OC Core End Plate 5X140X1021-002","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 OC Core End Plate 5X140X1021","","",0.0,4.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:18:00","","2026-07-25 13:52:27","2026-07-25 14:10:39",18.19998,0.0,0.0,0.0,0.0,0.0,"OC Core End Plate 5*140*1021","Nos","","","","PP/2607/29/0001","","sua877831t","","","t4mm42egir",0,9.2,99.0,1.0,4.0,"R215 OC Core End Plate 5X165X1021",1,"R215 OC Core End Plate 5X165X1021","R215 OC Core End Plate 5X165X1021","",2.3,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"t4mhi3ts9q","2026-07-25 13:52:29",0.0,0.03336,"2026-07-25 13:52:27",1.0,"BOM-R215 OC Core End Plate 5X140X1021-002",4.0,0.0,"Folding","Folding","",0.0,"",0.0,1,"Completed",4.0,"RP-26_Hydraulic Press","Corner Cutting, Punching, Folding and Blanking"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4m9s25l10","2026-07-25 14:10:39",0.0,0.01668,"2026-07-25 14:10:38",1.0,"BOM-R215 OC Core End Plate 5X140X1021-002",4.0,0.0,"Sr. No. Punching","Sr. No. Punching","",0.0,"",0.0,2,"Completed",4.0,"RP-36_Hydro Pneumatic Press Machine","Sr. No. Punching"
"WO/260714/0038","WO/.YY.MM.DD./.####.","Completed","R215 Fin For OC 0.3*110*991","BOM-R215 Fin For OC 0.3*110*991-001","Teksons Pvt Ltd",132.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 Fin For OC 0.3*110*991","","",132.0,132.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 02:12:00","","2026-07-25 13:45:12","2026-07-25 13:45:16",0.06666,0.0,0.0,0.0,0.0,0.0,"Fin For OC 0.3*110*991","Nos","","","","PP/2607/29/0001","","sua7c0r8rq","","","t4meuu5rs1",0,46.2,243.922,0.0,46.2,"Aluminium Coil 0.3*110MM",1,"Aluminium Coil 0.3*110MM","Aluminium Coil 0.3*110MM","Fin Forming",1.0,46.2,0.0,"BOF Stores - TPL","Kg",46.2,"t4mvp1okp5","2026-07-25 13:45:16",0.0,0.06666,"2026-07-25 13:45:12",1.0,"BOM-R215 Fin For OC 0.3*110*991-001",132.0,0.0,"Fin Forming","Fin Forming","",0.0,"",0.0,1,"Completed",132.0,"AL-M-16_Zig-Zag Fin Machine","Fin Forming and Cutting"
"WO/260714/0037","WO/.YY.MM.DD./.####.","Completed","Extruded Bar for OC and RAD 3*7*1021","BOM-Extruded Bar for OC and RAD 3*7*1021-001","Teksons Pvt Ltd",504.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","Extruded Bar for OC and RAD 3*7*1021","","",504.0,504.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 08:24:00","","2026-07-25 13:44:57","2026-07-25 13:44:58",0.01668,0.0,0.0,0.0,0.0,0.0,"Extruded Bar for OC and RAD 3*7*1021","Nos","","","","PP/2607/29/0001","","suaroj7u10","","","t4mvh09nqu",0,29.736,141.246,0.0,29.736,"Aluminium Extruded Bar (ALU-STD-0043)(3*7)",1,"Aluminium Extruded Bar (ALU-STD-0043)(3*7)","Aluminium Extruded Bar (ALU-STD-0043)(3*7)","Bar Cutting",1.0,29.736,0.0,"BOF Stores - TPL","Kg",29.736,"t4mk05gcun","2026-07-25 13:44:58",0.0,0.01668,"2026-07-25 13:44:57",1.0,"BOM-Extruded Bar for OC and RAD 3*7*1021-001",504.0,0.0,"Bar Cutting","Bar Cutting","",0.0,"",0.0,1,"Completed",504.0,"Bar_Circular Saw Machine","Aluminium Bar Cutting"
"WO/260714/0036","WO/.YY.MM.DD./.####.","Completed","R215 OC and RAD Core End Plate2.5X110X1021","BOM-R215 OC and RAD Core End Plate2.5X110X1021-001","Teksons Pvt Ltd",12.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 OC and RAD Core End Plate2.5X110X1021","","",12.0,12.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:12:00","","2026-07-16 09:55:25","2026-07-16 09:55:28",0.04998,0.0,0.0,0.0,0.0,0.0,"R215 Core End Plate For OC &amp; RAD 2.5X110X1021","Nos","","","","PP/2607/29/0001","","suambc4do0","","","t4mtaflafp",0,9.204,44.373,0.0,9.204,"Aluminium Sheet 2.5MM Thk Without Cladded",1,"Aluminium Sheet 2.5MM Thk Without Cladded","Aluminium Sheet 2.5MM Thk Without Cladded","Shearing",1.0,9.204,0.0,"BOF Stores - TPL","Kg",9.204,"t4m0ocgcbo","2026-07-16 09:55:28",0.0,0.04998,"2026-07-16 09:55:25",1.0,"BOM-R215 OC and RAD Core End Plate2.5X110X1021-001",12.0,0.0,"Shearing","Shearing (W) Operation","",0.0,"",0.0,1,"Completed",12.0,"W01_Shearing Machine","Shearing Machine"
"WO/260714/0035","WO/.YY.MM.DD./.####.","Not Started","R215 OC Core","BOM-R215 OC Core-001","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 OC Core","","",0.0,0.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:18:00","","2026-07-25 13:44:18","2026-07-25 13:46:59",2.68332,0.0,0.0,0.0,0.0,0.0,"Core Assembly for OC","Nos","","","","PP/2607/29/0001","","suae61pj4l","","","t4mbn74qk0",0,3.08,97.0,3.0,0.0,"R215 Core End Plate For OC &amp; RAD 2.5X110X1021",1,"R215 OC and RAD Core End Plate2.5X110X1021","R215 OC and RAD Core End Plate2.5X110X1021","",0.77,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"t4mtmvfihs","2026-07-25 13:44:47",0.0,0.48336,"2026-07-25 13:44:18",1.0,"BOM-R215 OC Core-001",4.0,0.0,"Core Assembly","Core Assembly","",0.0,"",0.0,1,"Completed",4.0,"01_Fixing Table","Core Fixing"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4mbout2v7",0,18.72,0.0,126.0,0.0,"Extruded Bar for OC and RAD 3*7*1021",1,"Extruded Bar for OC and RAD 3*7*1021","Extruded Bar for OC and RAD 3*7*1021","",0.06,312.0,0.0,"BOF Stores - TPL","Nos",0.0,"t4m1bdst1e","2026-07-25 13:46:59",0.0,0.03336,"2026-07-25 13:46:57",1.0,"BOM-R215 OC Core-001",4.0,0.0,"Core Brazing","Core Brazing","",0.0,"",0.0,2,"Completed",4.0,"Brazing Furnace","Brazing Furnace"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4mtqe87si",0,37.8,0.0,33.0,0.0,"Fin For OC 0.3*110*991",1,"R215 Fin For OC 0.3*110*991","R215 Fin For OC 0.3*110*991","",0.35,108.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4m0t9jnbf",0,9.2,0.0,1.0,0.0,"OC Core End Plate 5*140*1021",1,"R215 OC Core End Plate 5X140X1021","R215 OC Core End Plate 5X140X1021","",2.3,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4m64b8b32",0,8.64,0.0,229.0,0.0,"Spacer Bar 9.5×15×110",1,"Spacer Bar 9.5×15×110","Spacer Bar 9.5×15×110","",0.04,216.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4ml1k8mgk",0,47.52,0.0,54.0,0.0,"Tube Sheet for OC 0.7*110*1021",1,"R215 OC Tube Sheet 0.7*110*1021","R215 OC Tube Sheet 0.7*110*1021","",0.22,216.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4m9mrm4es",0,2.08,0.0,26.0,0.0,"Turbulator 0.3*250*44.5",1,"Turbulator 0.3*250*44.5","Turbulator 0.3*250*44.5","",0.02,104.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4mcl5k7v7",0,12.48,0.0,156.0,0.0,"Turbulator for OC 0.3*300*44.5",1,"Turbulator 0.3*300*44.5","Turbulator 0.3*300*44.5","",0.02,624.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"WO/260714/0034","WO/.YY.MM.DD./.####.","In Process","R215 OC","BOM-Oil Cooler-001","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 OC","","",4.0,0.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:32:00","","2026-07-25 13:59:49","2026-07-25 14:08:36",8.78334,0.0,0.0,0.0,0.0,0.0,"Oil Cooler","Nos","","","","PP/2607/29/0001","","sua9sapoqq","","","t4l7uq3i69",0,4.0,38.0,0.0,0.0,"Drain Plug",1,"Drain Plug","Drain Plug","",1.0,4.0,0.0,"BOF Stores - TPL","Nos",4.0,"t4l5vfhkk0","2026-07-25 13:59:51",0.0,0.03336,"2026-07-25 13:59:49",1.0,"BOM-Oil Cooler-001",4.0,0.0,"Tank To Core","Tank To Core Tack Weld","",0.0,"",0.0,1,"Completed",4.0,"ALU-M-08_Mig Welding Machine","Mig Welding"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4lql7rdb2",0,139.52,0.0,1.0,0.0,"Core Assembly for OC",1,"R215 OC Core","R215 OC Core","",34.88,4.0,0.0,"Stores - TPL","Nos",0.0,"t4l33ungtu","2026-07-25 14:07:45",0.0,0.03336,"2026-07-25 14:07:43",1.0,"BOM-Oil Cooler-001",4.0,0.0,"Angle Assembly","Angle Assembly","",0.0,"",0.0,2,"Completed",4.0,"ALU-M-08_Mig Welding Machine","Mig Welding"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4llfsp5s6",0,4.0,19.0,0.0,0.0,"Rubber Seal",1,"Rubber Seal","Rubber Seal","",1.0,4.0,0.0,"BOF Stores - TPL","Nos",4.0,"t4l3eauet7","2026-07-25 14:08:36",0.0,0.01668,"2026-07-25 14:08:35",1.0,"BOM-Oil Cooler-001",4.0,0.0,"Leak Testing","Leak Testing (Wet)","",0.0,"",0.0,3,"Completed",4.0,"01_Leak Test Tank","Leak Test"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4locggts8",0,41.56,0.0,1.0,0.0,"OC Bottom Tank Sub Assy",1,"R215 OC Bottom Tank Sub Assy","R215 OC Bottom Tank Sub Assy","",10.39,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4l9mosute",0,37.56,0.0,1.0,0.0,"OC Top Tank Sub Assy",1,"R215 OC Top Tank Sub Assy","R215 OC Top Tank Sub Assy","",9.39,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4la080ifk",0,35.92,40.0,2.0,0.0,"R215 O.C. Inlet &amp; Outlet Block 101X66X33",1,"OC Inlet & Outlet Block 101X66X30","OC Inlet & Outlet Block 101X66X30","",4.49,8.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4lv7p4l97",0,11.12,0.0,2.0,0.0,"Condenser Mtg. Block 31X19X25",1,"Condenser Mounting Block 31X19X25","Condenser Mounting Block 31X19X25","",1.39,8.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4lts2v23v",0,6.04,0.0,6.0,0.0,"Stay Block 50X25X150",1,"Stay Block 50X25X150","Stay Block 50X25X150","",1.51,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"WO/260714/0033","WO/.YY.MM.DD./.####.","Completed","R215 Ms Plate-1(102X22X1.5)","BOM-MS Plate-1-001","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 Ms Plate-1(102X22X1.5)","","",4.0,4.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:18:00","","2026-07-16 09:55:11","2026-07-25 14:10:29",13215.3,0.0,0.0,0.0,0.0,0.0,"R215 Ms Plate-1(102X22X1.5)","Nos","","","","PP/2607/29/0001","","suaad7dhk9","","","t4lj5it227",0,0.104,0.494,0.0,0.104,"MS – 1.5MM Thk",1,"MS – 1.5MM Thk","MS – 1.5MM Thk","",1.0,0.104,0.0,"BOF Stores - TPL","Kg",0.104,"t4lpje6e1g","2026-07-16 09:55:14",0.0,0.04998,"2026-07-16 09:55:11",1.0,"BOM-MS Plate-1-001",4.0,0.0,"Shearing","Shearing (W) Operation","",0.0,"",0.0,1,"Completed",4.0,"W01_Shearing Machine","Shearing Machine"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4lli0nud8",0,4.0,38.0,0.0,4.0,"HEX Nut M8*1.25P",1,"HEX Nut M8*1.25P","HEX Nut M8*1.25P","",1.0,4.0,0.0,"BOF Stores - TPL","Nos",4.0,"t4l80da9ov","2026-07-25 14:10:29",0.0,0.03336,"2026-07-25 14:10:27",1.0,"BOM-MS Plate-1-001",4.0,0.0,"Punching","Punching","",0.0,"",0.0,2,"Completed",4.0,"RP-26_Hydraulic Press","Corner Cutting, Punching, Folding and Blanking"
